teks;;;label
keseluruhan bagus lain kali time ke yogya ingin balik sini lagi;;;1
nyaman bersih pelayanan luar biasa;;;1
kamar yang tepat untuk istirahat semua lancar;;;1
bersih cuma agak beda sama di foto agak sempit ya tapi ya tidak apa lah buat yang minimal budget check in di sini saja;;;1
selalu di hotel ini walaupun sudah mencoba hotel lain hotel ini paling nyaman dan best value;;;1
sangat nyaman dan harganya ramah dengan kantong;;;1
hotelnya bersih pelayanan bagus makanannya enak cuma sandal hotel dikasih saja kan ada orang yang menginap secara keseluruhan baguslah;;;1
tempatnya nyaman resepsionisnya ramah pokok tidak menyesal menginap di sini;;;1
sangat mengesankan menginap di yellow star gejayan room nya sesuai pesanan handuk bersih tidak bauk apek tata ruangnya bagus dekat dengan kota dan makanan banyak karena dekat kampus pemandangannya keren bisa liat sunset pegawainya sangat ramah dan membantu;;;1
hotel yang deket dengan kampus mudah untuk akses kemana saja serta deket dengan tempat makan kamar dan kebersihan sangat baik untuk keramahan staf biasa saja sarapan baru dimulai jam;;;1
bagus dan nyaman lokasi juga strategis;;;1
hotelnya bersih pelayanan ok karyawan hotel ramah;;;1
kamar bersih petugas nya ramah;;;1
room dan kamar mandi bersih sarapan sesuai harga;;;1
harga terjangkau kamar bagus dan letaknya di tengah kota;;;1
resepsion ramah sekali barang barang langsung dibawa kekamar hotel nyaman banget dan aman;;;1
bersih pelayanan bagus ramah;;;1
secara keseluruhan hotelnya bagus dengan harga yang murah namun kualitas kamar sangat baik serta lokasinya strategis ditengah tengah jalan gejayan dekat dengan pusat pertokoan;;;1
ramah nyaman variasi makanan banyak;;;1
hotel bersih pelayan ramah top pokoknya;;;1
cukup baik untuk sekedar liburan keluarga;;;1
tidak bisa ngerepemandangan banyak karena cuma sehari suka saja sama kecepatan pelayanannya;;;1
ini kedua kalinya menginap di hotel ini dan selalu puas pastinya bakal balik lagi kalau ke jogja pelayanannya ramah banget kamar nyaman dan bersih kamar dan tempat tidurnya juga super besar kafe di atapnya mantap banget deh tagih sumpah minuman selamat datangnya dinikmati dengan suasana sore malam jogja dan ada lampu lampu gitu kadang ada live music juga jadi semakin enak suasananya lampu memadai meja ada dan dari hotelnya disediakan sabun shampoo condi yang gede jadi tidak repot kecil kecil sumpah suka banget hotel ini juga instagrammable banget karena banyak lukisan di dinding dan banyak spot foto;;;1
kamar nyaman dan pelayanan bagus ada atap yang cocok buat menikmati sunset dan malam hari;;;1
tempat nya oke banget lokasi yang strategis;;;1
fasilitas dan pelayanannya memuaskan;;;1
minimalis bersih ramah dalam kota kemana mana dekat;;;1
pengalaman menginap disini cukup menyenangkan staf hotel ramah dan sigap membantu saya membawakan koper kamar hotelnya juga nyaman serta kebersihannya oke lokasi hotel juga berada di tengah kota sehingga dekat dengan pusat kota secara keseluruhan puas banget sama hotel dan pelayanannya thank kamu yellow star gejayan hotel dan traveloka;;;1
saya menginap untuk bisnis kunjungan kerja di jogjakarta kesan pertama saya kamar nyaman dan bersih senang menginap disini terima kasih;;;1
hotel paling pas buat keliling area gejayan rapi bersih dan nyaman;;;1
hotelnya bagus nyaman dan modern;;;1
kamar dan pelayanan memuaskan;;;1
hotelnya bagus bersih pelayaanan memuaskan dan harga cukup terjangkau;;;1
hotelnya bagus bersih dan pelayanannya sangat ramah;;;1
bersih ramah nyaman dan pelayannya sopan;;;1
strategis nyaman bersih dan recommended;;;1
mantap sekali hotelnya sangat nyaman sekali besok kalau ke jogja ketagihan menginap sana;;;1
hotel bagus dan sudah ketiga kali nya kesini;;;1
kamarnya bagus dan rapi tempatnya strategis;;;1
bersih tempat oke harga terjangkau;;;1
bagus dan harga kamar fluktuatif tergantung hari dan momen;;;1
hotelnya sangat bersih dan nyaman;;;1
lokasi nya strategis nyaman dan bersih pelayanan sangat baik untuk sarapan juga memuaskan mungkin nanti kalau ke jogja ke hotel ini lagi cuma tidak bisa cek in lebih awal saja mungkin karena lagi penuh juga room nya terima kasih yellow star;;;1
thank kamu hotelnya nyaman dan rofftopnya asyik banget;;;1
salah satu hotel yang nyaman untuk bermalam di kota yogyakarta dekat dengan tempat area makan dan mall;;;1
lumayan sesuai harga nyaman;;;1
menyenangkan es coklatnya di atap enak;;;1
bersih dan nyaman recommended untuk istirahat saat liburan di jogja;;;1
hotelnya bagus kamarnya kecil tapi pinter dekorasinya;;;1
hotel bagus dengan harga yang murah;;;1
sudah kedua kalinya disini dan dapat upgrade room free mantap;;;1
recommended pokoknya ingin balik lagi kesana;;;1
kebersihan oke sarapan variasi ada restoran atap secara keseluruhan oke;;;1
recommended pelayanannya mantap;;;1
check in sekitar jam kamar yang di pesan habis terus dapat free upgrade ke sweet room betapa beruntungnya aku;;;1
nyaman dan strategis di tengah kota;;;1
memuaskan bersih lokasi mudah di jangkau;;;1
mantap pelayanan bagus kamar juga rapi dan bagus;;;1
faslitas sangat memuaskan kamar bersih dan nyaman;;;1
receptionnya ramah membantu dekat tempat makan dan trans yogya terima kasih;;;1
memuaskan untuk harga semurah ini;;;1
tempat sesuai dengan foto terbaik;;;1
bersih nyaman ramah strategis recommended hotel bintang;;;1
bagus banget kamar hotelnya dan tidak terlalu jauh juga dari malioboro;;;1
bagus place tempat istirahat yang enak nyaman sekali;;;1
over semua hotelnya nyaman sekali tempat tidur empuk kamar mandi oke banget lokasi strategis dan yang utama ada atapnya yang keren pas banget ujan jadi tidak bisa kemana mana terimakasih yellow star hotel ke yogyakarta bakal balik menginap disini;;;1
kamarnya enak banget dapat upgrade ke deluxe free dan ini bukan pengalaman pertama tapi selalu senang kalau ke yellowstar selalu ingin kembali dan kembali;;;1
nyaman design interior bagus makanan terasa enak;;;1
selalu memuaskan kalau menginap disini;;;1
kamarnya bersih pelayanannya memuaskan;;;1
kamarnya bersih pegawainya ramah;;;1
pelayanan terbaik di hotel ini;;;1
kamarnya luas suasana nyaman;;;1
nyaman bersih cocok buat transit;;;1
sangat baik pelayanannya dan ramah ramah;;;1
cukup memuaskan lokasi strategis satpamnya sopan banget;;;1
kamar dan wc nya bersih anak anak juga senang menginap di yellow star gejayan;;;1
bagus tapi murah pelayannya juga ramah;;;1
untuk harga segitu sudah bagus hotelnya allahmdullh kamar bersih pokoknya memuaskan kakak kakaknya juga ramah ramah saya dan suami senang;;;1
fasilitas kamar oke bangt recommended banget;;;1
kamar bersih dan nyaman kamar mandi juga sangat bersih dekat dengan pusat kota gampang cari transport untuk kemana mana;;;1
terima kasih yellow star menginap di hotel tersebut meninggalkan begitu banyak kesan bagi saya;;;1
tempat bagus kamar lumayan dan kamar mandi besar;;;1
pelayanan yang baik proses check in cepat harga yang menolong;;;1
lumayan bagus lah sederhana tapi bagus cocok buat kalian yang lagi liburan;;;1
nyaman sebagai tempat istirahat bersih ramah;;;1
saya suka kamarnya bersih dan rapi staf yang bekerja juga mencirikan kearifan lokal yogyakarta yang sopan dan beradab mengesankan;;;1
kamar yang bagus dengan harga yang terjangkau;;;1
memuaskan lebih ditingkatkan lagi;;;1
memuaskan pelayanan juga bagus rekomendasi;;;1
dengan rate harga tidak sampai rb hotel ini layak untuk di rekomendasikan tempatnya bersih dan nyaman deket kampus sadhar dan uny;;;1
bagus pelayanan dengan harga yang terjangkau tapi bisa dapat hotel bintang dengan pelayanan memuaskan dan fasilitas yang lengkap;;;1
kamarnya bagus bersih dan sesuai harga;;;1
listrik di kamar sempat mati saklarnya rusak namun penanganan dilakukan dengan baik terima kasih;;;1
untuk budget hotel di gejayan ini ok dekat dengan ugm dan uny juga;;;1
hotelnya bersih pelayanan baik gampang mau kemana mana;;;1
pelayanan ramah hotel bersih dan sangat terjangkau;;;1
bagus bersih nyaman pelayanan baik;;;1
bagus bisa direkomendasi temen untuk liburan di jogja;;;1
lokasi strategis dan nyaman pelayanan ok;;;1
fasilitas oke mantap lah pelayanannya lokasi strategis di jalan besar;;;1
proses check in yang cepat pelayanan ramah ruangan bersih san nyaman sarapan enak dan lengkap;;;1
makanan enak pelayanan bagus terletak di tengah kota harga bersahabat akses kemana mana mudah;;;1
hotelnya bersih nyaman pelayanan memuaskan;;;1
