Ada  cara menyuruh Covid segera pergi, Jaga kebersihan dan ketertiban. Bukankah Covid telah mendidik kita agar selalu menjaga kebersihan badan, pakaian, barang dan lingkungan dengan rajin mandi, mencuci tangan, dan tidak sembarangan membuang sampah?;;;1
Kementerian Agama Provinsi Papua Barat, Azis Hegemur mengatakan, Umat Islam di Provinsi Papua Barat diimbau agar tidak menolak pemakaman jenazah pasien positif terjangkit Covid. OPM;;;1
Aku baru bangun tidur, dan menyeruput kopi sedikit. Ketika ibuk mencak gak karuan. Satu orang pahlawan garis depan Covid meninggal dunia dan ditolak warga setempat. Mungkin lebih tepatnya sekolompok warga yang kurang edukasi.;;;1
Jangan mudik dong! Ancaman penyebaran COVID yang lebih luas.  Tandatangani Petisi! via;;;1
Berita seperti ini tidak akan ditengok oleh Muflis DUNGU Kecuali berita HOAX macam kudeta MBS,  pangeran kena COVID yg sumbernya sama dari kaum LIBERAL;;;-1
Giat Bhabinkamtibmas Polsek Tamalatea bersama Aparatur Desa Kareloe dan Relawan melakukan penyemprotan Disinfektan untuk mencegah penyebaran Virus Covid;;;1
Temanggung, Jawa Tengah...anggota gugus tugas covid  kelurahan mungseng, temanggung...mau tak bagiin di posko...;;;-1
Profil Operasional Bandara AP II di Tengah Pandemi COVID;;;0
Btw long weekend ni pada mau kemana... Dulu sebelum ada nya si covid  ini long weekend itu yang paling di nanti .., eh skrng mah beneran panjang libur nya di kasih enak dirumah malah ngedumel bae (DASAR AKU);;;0
Hallo dan mau laporkan adanya kegiatan yang melanggar ketentuan tentang jaga jarak selama wabah covid kemana ya?;;;1
Hei guys, gw mau ngajak kalian untuk agar pandemik covid ini lekas hilang. Aamiin.Gimana?? Kurangin dah tuh nongki, halan, atau segala aktivitas diluar ruangan. Yuk belajar utbk aja, tau sendirikan pesaing lo tuh buanyak banget. Yok ;;;1
JANGAN ADA DUSTA DIANTARA KITA: Kisah Pilu Dokter Menangani Pasien Yang Ternyata Positif Covid;;;1
COVID Telah Bermutasi? Ada Gelombang Kedua Virus Corona;;;-1
Salam Jumaat.. Ya Allah kami menadah tangan minta keampunan pada mu dan berserah diri dengan mu dan berilah kekuatan dan kesihatan yang baik.. Jauhilah kami dari segala penyakit berjangkit covid  dan hamba mu yang sedang berjuang kesakitan yang berada di hospital..;;;1
Saya kuatir test Covid belum menyeluruh Tau nanti ada korban tergeletak mati suspek corona Ngeri;;;1
Ada yang kek gue saking fokus sama berita soal covid hari ini siap siap kerja padahalan tanggal merah .yalord;;;0
Berarti dah lama gak gitaran, mungkin mau bikin album lagu buat Corona Covid Yudhoyono.;;;-1
Berat Mbah, terlalu banyak kemungkinan  Sedang haid gak ndang mampet, Jualan online gak payupayu, Lagi horny sing lanang mumet covid, Sudah masak enak dapat berkatan yg lebih enak, Sariawan,Loro untu,Keputihan,Murus ilate kecakot  Bengese anyar  Masker kerlisut Dst...;;;-1
Amalkan langkahlangkah pencegahan penularan COVID sebagai amalan dalam kehidupan seharian kita.;;;1
Kementerian Agama Provinsi Papua Barat, Azis Hegemur mengatakan, Umat Islam di Provinsi Papua Barat diimbau agar tidak menolak pemakaman jenazah pasien positifcterjangkit Covid. OPM;;;1
Bumi..Maafkan Kami..Yang Tak Pernah Sadar.. Bahwa Kau Juga Butuh Istirahat.. ;;;1
Kalau ga ada covid, jam segini gue udah mulai pendakian dari pos Cangkuang;;;0
Developers biang rusuh. Proyek konstruksi swasta termasuk yg dikecualikan untuk freeze dlm psbb dki oleh gub , pdhl dlm permenkes tdk termasuk yg dikecualikan. Juga, proyek konstruksi besar berpotensi menjadi kluster penyebaran covid krn padat. Bijimane nih?;;;0
Kalau tidak dimulai dari diri sendiri, mana mungkin.Yukkk...kita putus mata rantai penyemangat Covid di Indonesia dimulai dari diri sendiri.;;;1
Sinergitas TNIPOLRI untuk mencegah penyebaran Virus Covid;;;1
Kucing bukan penyebar COVID kepada manusia  Jabatan Perkhidmatan Veterinar;;;1
Pemkab Wondama Perbanyak Pos Pemantauan Covid. OPM;;;1
COVID: Pelajar UNIMAS berusia  tahun maut;;;-1
Murid mamaku dikasih tugas menggambar poster pencegahan covid anaknya malah pada nggambar virus segede gaban, dibawahnya dikasih tulisan Ya Allah lindungilah aku ;;;1
Meluasnya pandemi Coronavirus disease  (Covid) di Indonesia termasuk di Papua berdampak pada sejumlah sektor salah satunya perhotelan. OPM;;;0
Ada Gelombang Kedua Virus Corona, COVID Telah Bermutasi?;;;-1
Bantuan Masyarakat Terus Mengalir, Rekening Gugus Tugas Covid Sudah Terisi Rp  Miliar;;;1
Ada  cara mnyuruh Covid sgera pergi Jangan lagi jauh dari Allah Sang Maha Pencipta. Bukankh Covid telah mendidik kita, dlm suasana Covid aktif menyebar, semua org ketakutan &amp; semua org baru mendekat berdzikir dan berdoa, memohon perlindungan Allah Sang Kholiq?.;;;1
Di malaysia kena covid temen temen lo yang pada ga punya kerjaan pada pulang ke indonesia ada  rb orang dan juga mereka ber resiko bawa tuh virus ga boleh pulang juga?;;;1
Skrinews  CEGAH PENYEBARAN VIRUS CORONA, WARTAWAN MEDIA SKRI JADI SATGAS RELAWAN COVID DIDESANYA.;;;1
Lebaran sebentar lagi. Gara covid  lebaran apa masih pada butuh aksesoris enggak ya?;;;0
Giat Bhabinkamtibmas bersama masyarakat melakukan penyemprotan Disinfektan untuk mencegah penyebaran Virus Covid;;;1
Kasih Sayang Allah di Balik Musibah Covid ;;;0
Anggota Polsek Koba Himbau para pemuda Tidak Kumpulkumpul dan segera pulang kerumahnya masingmasing untuk mencegah penyebaran COVID.;;;1
met pagi NKRI...spy g trlalu heboh data kematian covid ...jadikan perbandingan kematian seluruh prop d indon sblm wabah corona terjadi d indon....jk jumlahnya setara kematian sblm &amp; stlh corona...mk jumlah tsb angka kematian norma sj....;;;1
tido la tak nak harap apa apa dia dari azali takde hati macam tu cuba berharap covid takde je tu je;;;0
Untuk mengetahui bagaimana mencegah penyakit wabak COVID, sila baca risalah ini;;;0
Iya sel. Aku liat dengerin Lukman Sardi bilang. Rumah Sakit penuh. Makanya disuruh pulang. Orang awam kan taunya diusir padahal triase. Artinya emang di JKT parah banget covid shg orang dg sakit parah lain mlh jd kena triase;;;0
Kopi pagi ini cukup nikmat.Kabar baiknya pemerintah Aceh menyalurkan bantuan pokok utk Masyarakat terdampak Covid dgn kriteria bukan penerima PKH & BPNT.Alhamdulillah ;;;1
Hingga  April, Polri Tindak  Kasus Penyimpangan Produksi dan Distribusi APD COVID;;;1
eh bacot lu lbih parah dari covid.. anjing sia ke bele... pantat korengan.. sok blgu;;;-1
Lumpuhnya Peran Negara dalam Menangani Covid  Tegakkan agar terwujud ;;;0
my liberty ends where your nose begins ... pas banget di era COVID ... dicolekcolek hidungnya di masa normal aja nggak mau, apalagi di masa COVID;;;0
TERKEJUT!!..kami terkanjat je Warga Indonesia terkejut dgn tindakan pemerintah Malaysia menjaga rakyatnya dgn pemberian pelbagai insentif dsaat pelaksanaan PKP berikutan penularan wabak COVID.(Baca komen warga Indonesia di ruang komen Youtube);;;1
Sugeng ambal Warso...  kita bahgia saat ini adalah covid segera teratasi dan semua bisa melakukan kegiatan seperti biasa...;;;1
Tinggal jawab : Covid  emak belum lahir Dek, jadi emak gak tau. Emak kan waktu itu masih jadi hawa nafsu.;;;-1
Bakal susah keknya memutus mata rantai COVID di Indonesia. Selain tentang budaya masyarakat yang mayoritas belanja ke pasar tradisional, masih banyak juga yang keluar rumah cuma mau ngereceh.;;;0
. Langkah yg dapat di ambil pemerintah dalam mengatasi dampak Covid terhadap Kerjasama Internasional  Jawab :v. Pengumpulan data kesakitan dan kematian penduduk. . Pemeriksaan klinis, fisik, laboratorium dan penegakan diagnosis;;;1
Kurangkan risiko awda terhadap jangkitan virus COVID;;;1
Ini Tips Ilmuwan Cara Tingkatkan Kekebalan Tubuh, Mari Bersama Kita Lawan Covid Sistem ketahanan tubuh adalah mekanisme yang efektif untuk menjaga tubuh dari serangan penyakit. via;;;1
Selamat memperingati Jumat Agung. Selamat memaknai arti pengorbananNya yang sesungguhnya demi cinta kasih. Di masa kini, pengorbanan kita untuk melawan Covid juga pasti berbuah baik, sama seperti datangnya Paskah di kemudian hari.Happy Good Friday!;;;1
Pandemi Covid, Mendikbud: Dana BOS Bisa Digunakan Membeli Kuota Internet Siswa;;;1
Semoga diberikan kesehatan jasmani n rohani, ya dok. Dan semoga kita semua selalu dalam Lindungan ALLAH SWT agar terhindar dari fitnah dajjal. Aamiin Mulut senantiasa selalu berdzikir, insyaALLAH bs mjdi tameng virus covid selain ikhtiar.;;;1
. Lebih Narapidana Bebas di Tengah Wabah Covid, Termasuk Koruptor??? | Serbaserbi MMC;;;-1
Semoga segera diberi kesembuhan & jgn coba lg menulis corona tentara Allah. Virus tdk mengenal sara. Marilah berdoa spy wabah ini segera berakhir. Amiiin ;;;1
Kalo emang kehati hatian bisa mencegah corona..mungkin pangeran Charles tidak akan terpapar covid , krn hidupnya paling hati dan terjaga.;;;1
gejala covid;;;0
Kemarin yakin sekali kedepan akan seperti ini dan itu, taunya wabah covid  merubah semuannya. Sekarang doannya samal allah mintannya dirahmati dan dilindungi dimudahkan serta menjadi orang yang beruntung. Jangan sok kuat bro.. kita diatur jangan sok mengatur. ;;;-1
covid;;;0
Covid i oleh renang ra to;;;-1
Bapak Anies dong...karena beliau dan jajarannya yang dari awal konsisten melawan covid .hanya saja di jegal oleh pusat..;;;1
Disebabkan pandemik COVID, penjarakan sosial perlu menjadi norma baharu sekurangnya untuk satu tempoh waktu tertentu. Untuk tahun ini, sekurangnya perlu ada kawalan, pemantauan atau mungkin batalkan perhimpunan sama ada perhimpunan Ramadan, Aidilfitri atau Haji;;;1
San Bernardino County: COVID Data:;;;0
DPR RI Bentuk Timwas Covid;;;1
Emang serba salah mas. Nggak konpers juga nnti dikira nggak ada transparansi dalam menanggulangi pandemi covid ini.;;;0
Begini Penjelasan Muhaimin Terkait Timwas Covid DPR RI,,;
Sehat selalu ya ustadz...semoga Allah SWT selalu melindungi Anda dan keluarga.Begitulah faktanya ustadz.....dana pendidikan di pakai buat penanganan covid ...jelas dana gak ada tp sok masih mau pindah ibu kota.....mirissss;;;-1
BAZNAS Buka Donasi Covid Lewat Smart Shadaqah BNI Syariah ;;;1
Lagi bayangin IJAZAH gw bsk ada lambang COVID nya;;;0
Mangtanku besok akad, ciyee menikah ditengah pandemi covid ciyee;;;-1
Ini adalah wujud cinta kasih dan duka kami warga Maluku atas meninggalnya salah satu putra terbaik Maluku, Kaka tercinta Kami menyadari bahwa virus covid ada dimanadan mengancam kami, tp ketakutan itu terkalahkan org rasa duka kami.Mohon jgn bully kami.;;;1
Jawaban paling Wow.. udah bikin apa anda buat penanggulangan covid? Wisma atlit masih butuh relawan ikut yuuu sayang;;;1
Demi kesehatan mental lu, baca berita covid sekali sehari aja, Dan apapun yg terjadi setelah lu baca gak usah hiraukan, skip aja udah untk hari esok atau lusa, karna itu gak baik buat lu;;;1
Covid memiliki arti kata Co yakni corona, Vi yakni virus dan D yakni disease atau penyakit. Kemudian ditambahkan angka , yakni  mewakili tahun Smg puas dgn jwban ini halo Luna ;;;1
jalan  Membantu pihak berkuasa dalam menanggani penularan wabak Covid Ft  sec . Ft  sec .;;;0
Ini adalah contoh beberapa kondisi penerapan alat pengaman di Apotek agar meminimalisir penularan COVID.Bagaimana kondisi di apotek anda? Silahkan share dan tag medsos kami dengan hashtag;;;0
Am Mrs. Lestari Abyasa dari Balikpapan. terima kasih kepada RIKA ANDERSON PINJAMAN yang memberikan saya pinjaman tanpa jaminan  juta dalam pandemi COVID ini. Anda dapat menghubungi ibu WA + () . Email:rikaandersonloancompany saya +;;;-1
Menunggu sampai wabah COVID mereda. Sabar ya, karena keselamatan orang banyak lebih penting dari segalanya. ;;;1
Para koruptor & kejahatan lain dibebaskan alasan krn pandemi covid;;;-1
. Jgn lgi ada rasa angkuh, sombong,  & rasa besar serba bisa.Bukankh Virus Corona yg kecil &amp; tk tmpak mata itu tlah mndidik kita, bahwa tdk ada yg mampu mncegahnya jka Covid ingin dtang mmpir?, dan Covid tdk mngenal status sosial miskin atau kaya, tua atau muda pmbesar;;;1
Sudah  Dinyatakan Covid dari Klaster Umrah di Sidrap;;;0
Ada beberapa Gubernur coba diframing dari pusat sbg dlm penangganan Covid . Framing ini dilakukan utk menenggelankan popularitas Gubernur yg dianggap lawan politik padahal sdh mati matian berjuang melawan Covid  di daerahnya.;;;-1
Lagilagi jenazah covid ditolak. Dia perawat yang meninggal grgr terpapar covid ;;;-1
Pandemi corona mengancam nasib media lokal ;;;-1
COVID: Angka kematian hampiri , di seluruh dunia;;;0
Yg ada tuh, level presiden menyediakan dana spy rakyat yg terkena dampak covid tetap bisa di rmh tp bisa makan layak yg dikoordinasi dr pusat sampai ke pelosok. Bekerja melalui jalurnya. Bukan bagi di jalan. Ini mah kelas cere;;;-1
Penghulu & para pengurus masjid Sang Cipta Rasa kota Cirebon menggelar ikhtiar tolak bala dengan bermunajat bersama dan adzan pitu. Semoga wabah COVID  segera berakhir. Aamiin...untuk para dokter & tim medis indonesia tetap semangat.;;;1
Min LPDP  ttp ada nggk yaa min, mengingat Dana Tetap Pendidikan di ahlikan ke penanggulangan ekonomi karena Covid;;;0
Leader dlm penyebaran covid  kale.... Membuat org antri akibat efek kejutnya;;;-1
Wii... Yg berdampak Covid itu tdk hanya warga miskin. Berita ini judulnya benar. Isinya yg tdk benar...;;;-1
memanusiakan manusia adalah salah satu bentuk penghormatan kita pada sesama. sedih kalo liat jenazah yg meninggal karena covid tidak diterima warga setempat untuk dimakamkan.;;;1
Ada ancaman penyebaran COVID yang lebih luas. dr. Dike Afifi menbuat petisi kepada Presiden untuk keluarkan kebijakan menghentikan semua akses transportasi dari dalam dan keluar kota  Tandatangani Petisi!;;;1
yaudah di gpp. let covid do ur duties aja;;;1
Persib Potong  Persen Gaji Pemain karena Corona Covid;;;0
virus Corona COVID melanda saat Indonesia menghadapi musim pancaroba. Ancaman demam berdarah dengue (DBD) juga sedang menghantui.;;;0
ALLAH MAHA KUASA !!! Kisah Nyata Mengharukan... Pelajar Muslimah Indonesia Yang Terkena Covid di New York Alhamdulillah.. Allahu Akbar ;;;-1
Ngaur kamu,mosok tenaga medis meninggal kamu sangkutkan dgn fatwa mui,emngya semua pasien covid itu dari mesjid sumbernya.hadeuh;;;-1
Sempat Nihil Tiga Hari, Kini Pasien Positif Covid Bertambah Satu Orang;;;0
Lindungi Dokter dari Paparan COVID, BPPT RI Luncurkan Aplikasi Mobile Covid Track;;;1
Semoga insan bocah kontol mampus kena covid ya.;;;-1
gejala covid;;;0
Jumat //Kesadaran masyarakat akan pentingnya berdiam diri dirumah dalam memutus penyebaran virus covid  sangat besar dan dari kesadaran diri sendiri, terlihat dr pantauan Kijang Patroli . Klungkung disimpang Lepang bypass IB Mantra Klungkung terpantau tipis lancar;;;1
Selamat Pagi. Rute TebetDepok tersedia pkl : WIB, untuk Informasi lengkap jadwal perjalanan KRL mulai  April , bisa di lihat pada website link berikut : Tks.;;;0
Sangat disayangkan, Gorontalo gagal bertahan sebagai daerah bebas Covid hanya karena keegoisan suatu kaum yang enggan tawakal dan memilih untuk takabur;;;0
Udah pasti sekrg akan berlindung di balik wabah, gak bisa naikkan gaji krn hrs realokasikan dana utk respon Covid.;;;0
Bayar dlm kereta, x payah ke kaunterMusim COVID ni, elakkn guna cash!Guna aplikasi SETEL dlm kereta SAHAJA! Gunakn Setel pam minyak Setel & nikmati RM PERCUMA slps pembelian petrol RM pertama anda!Kod rujukan : Download setel sekarang! ;;;0
Musim sakit macam ni kan agak u all hantu jin momok kena tak covid  ni tak;;;-1
. Langkah yg dapat di ambil pemerintah dalam mengatasi dampak Covid terhadap Perekonomian Indonesia Jawab :Menjaga konsumsi rumah tangga miskin melalui berbagai program yang dapat dilakukan segera coverage besar, dan berdampak langsung ke covid ;;;1
Mendikbud Nadiem Makarim mengambil keputusan terkait pencairan dana KIP atau Kartu Indonesia Pintar di tengah pandemi virus corona COVID.;;;1
Kadar kematian COVID di Malaysia masih rendah.;;;1
Pecah telor Sarjana Covid!;;;0
Baru dapet info kalo di gang sebelah rumah di Lumajang udah ada yg positif Covid, semoga seluruh keluarga disana aman.;;;1
Darurat militer saja pemerintah bias mewajibkan rakyat sebagai serdadu. Darurat wabah covid dan kesehatan tentu bisa dilakukan untuk mewajibkan para konglomerat untuk keluarkan hartanya untuk kepentingan bersama.;;;1
Tapi anis ni tak main tiktok dan alhamdulillah tak kena covid.;;;0
Sbnarnya sudah tdk kaget klo di suruh tinggal rumah, sudah terbiasa dri dulu juga social distancing, krna Ada yg lebih mematikan dalam masyarakat lebih dri covid, yaitu kebodohan~;;;-1
Badan POM luncurkan informatorium obat COVID bersamaan dengan FGD online tentang penanggulangan COVID.Informatorium ini berisi informasi terkait perkembangan obat COVID di dunia dan tata;;;1
Revisi :  kalau tidak ada penambahan jumlah yang positif  maka untuk pasien Covid dengan gejala penyakit yang parah atau kritis, bisa membutuhkan waktu pemulihan klinis sekitar  hingga  minggu.;;;1
Syafakallah..semoga Allah memberi kesembuhan pada Dr Tun Muzamal Widan drp wabak Covid  dan sihat seperti biasa ..Aamiin Ya Rabbal Alamiin;;;1
sambil menunggu orang pintar menemukan obatnya, mari waspada, tak perlu panik berlebihan. faktanya angka kematian  bln jauh lebih rendah dr TBC.. COVID Tidak Menyeramkan;;;0
PSBB versus COVID;;;0
Dirumah aja , jaga kesehatan dukung pemerintah memerangi covid  , dan dirumah ajapun bisa memperoleh investasi dengan untung banyakk...Dengan didukung legalitas aman dan konsep hotel dan berkelas.. perputasan;;;1
MEDITATION TO FIGHT COVID Meditasi tidak hanya bermanfaat bagi pikiran tetapi juga bagi tubuh. Dalam satu kesatuan yang harmonis kehidupan berlangsung dalam cinta yang mengubah segala sesuatu menjadi;;;1
Pdhl gak mutlak begitu ya. Beliau lupa ttg adanya cytokine storm pd pasien COVID.;;;0
Hrap cukup k rt. Nak warna hijau. Nak bawak g kerja. Merempit musim covid. ;;;0
Salam sapa? Mana boleh salam salam pqah musim covid ni. Adoilah;;;0
Sebagai bentuk dukungan terhadap tim medis yang tengah berjuang menghadapi dan merawat pasien Covid. FPI kembali menyalurkan sejumlah bantuan berupa APD serta makanan dan minuman bernutrisi untuk para Tim Medis.;;;1
Semoga wabah covid segera berlalu agar lebaran bisa mudik dan berkumpul dgn keluarga;;;1
Buat penelitian covid ;;;0
Tulisan ini saya bikin sekitar  minggu lalu, br dipublish  hari lalu. Saya nulis ttg konser virtual yg banyak dilakukan saat pandemi Covid, tp ini jg persiapan utk era G nantinya. Serunya semalam liat postingan Jrx di IG menghubungkan konspirasi Covid ini dan G.;;;0
PKP. Semua orang tak nak rugi. Semua nya nak bekerja untuk dapatkan duit. Tapi kena la ingat. Selagi tak selesai kes covid, belum tentu kita semua selamat walaupun kita pergi & balik kerja. Lebih baik rugi sementara daripada menyesal selamanya.;;;1
Allhumma inn dzu bika minal barashi, wal jun bni, wal judzmi, wa sayy Bismillahirrahmanirrahim semoga Wabah covid segera berakhir, semoga selalu diberikan kesehatan, keselamatan serta kebahagiaan di dunia akhirat .. Aamiin ;;;1
Ketua Wantim MUI Tolak Pengalihan Dana Haji untuk Penanganan Covid;;;1
Ada  cara menyuruh Covid segera pergi:. Jangan lagi pernah abaikan rumah, keluarga dengan terlalu sibuk di luar rumah. Bukankan Covid telah mendidik kita untuk banyak tinggal di dalam rumah bersama keluarga ?;;;1
Kasihan ibu korban covid . Yg memohon kepada warga Video : ;;;0
Bukan karena covid, dia HIV;;;-1
Pandemi COVID ketua Komisi Fatwa MUI banten himbau masyarakat tidak ke luar daerah;;;1
Update  April  Infografis Covid:  Positif,  Sembuh,  Meninggal ;;;0
Pasien Pertama Covid  di Kabupaten Serang Terdeteksi Pulang dari Jakarta;;;0
Time musim PKP ni pun runner boleh jual dadah ek? Yg beli dadah pun jenis otak kat mana tah. Time PKP ni kita nak doa supaya covid ni pulih cepat, orang hisap dadah minta mati cepat. Eh marah plak rasa;;;0
Cara allah membersihkan bumi ini dari polusi kendaraan ya adanya covid ini;;;0
Teknis RS Klaim Biaya Perawatan Pasien Covid;;;0
Dan terjadi lagi, penolakan warga terhadap jenazah perawat yang menangani COVID di RSUP Kariadi, Semarang! Lokasi: Suwakul, Ungaran.Video : ;;;-1
Wagub Sumbar Minta Data Penerima Bantuan Korban Covid  Tidak Duplikasi dan Harus Detail;;;1
Selamat pagi Kak Siti, Mina informasikan Plasa Telkom Depok yakni Di Jl. Arif Rahman Hakim No. Depok saat ini tutup sementara hingga batas waktu yang belum ditentukan mengikuti anjuran dari pemerintah terkait waspada Covid, dapat diinformasikan keperluannya apa Kak?;;;0
Doa Para Kiai Bawa Spirit di Tengah Pandemi Covid via;;;1
Pandemi Covid: .. Kasus dan . Kematian ;;;0
Pusing julz, d rumah lagi rame covid, d sini rame fwb ga ngotak;;;-1
semoga wabah covid segera berlalu dan indonesia kembali baik baik saja, amin paling serius;;;1
Ada juga lu sbg ketua mutusin utk potong gaji seluruh anggota dpr selama beberapa bulan kedepan utk biaya penanggulangan wabah covid..bukannya galang satgas covid utk nyari dana.!!! Mati kekayaan lo gak lo bawa ke liang lahat!!;;;-1
Presiden RI sangat cekatan dalam menghadapi Pandemi Covid A. Sangat Benar SekaliB. Benar SekaliC. BenarD. Benar Semuah;;;1
biar hukum yg brjalan. yuk fokus lawan covid ;;;1
Pasca pandemi covid  ada orang gila nambah nggak ???;;;-1
Sbenarnya ada baiknya covid ni berlaku.. Banyak;;;-1
Meninggal nya relawan covid kalah tenar dengan glen;;;-1
Legislatif sosialisasikan bahaya corona hingga ke sawah: Wakil rakyat di DPRD Kabupaten Kotabaru, Kalimantan Selatan gencar melakukan sosialisasi kepada masyarakat dalam mengantisipasi bahaya penyebaran virus COVID, yang dimulai dari wilayah perkotaan;;;1
RS darurat Wisma Atlet Kemayoran rawat  pasien: Rumah Sakit Darurat COVID Wisma Atlet di Kemayoran, Jakarta, hingga Kamis,  Maret  merawat  pasien rawat inap yang terdiri atas  pria dan  perempuan.Kasdam Jaya Brigjen TNI M Saleh;;;0
Wabah Covid Merebak, Perajin Masker di Badung Panen Order;;;0
. Dampak Covid terhadap Kerjasama Internasional Jawab:. Adanya kapasitas perawatan kesehatan yang cukup . Harus terintegrasi antara kebijakan pada bidang kesehatan dan ekonomi makro. kerja sama internasional maupun kemitraan lintas batas;;;1
DPC Demokrat Maluku Tengah bagikan masker di Pasar Binaya Kota Masohi dan di depan Mini Market Hoky, Namaelo.Ini lanjutan dari kegiatan sebelumnya, agar kader turun langsung ke masyarakat, ujar Ketua DPC Samuel Thiemailattu.;;;1
KITA PUTUS DULU YA untuk memutuskan mata rantai COVID tak cukup dgn jaga jarak saja, gunakan MASKER jika keluar rumah lindungi dirimu, karena mungkin saja seseorang disekitar kita terjangkit COVID;;;1
Dengan diterapkannya PSBB (Pembatasan Sosial Berskala Besar) dibebarapa daerah, mari refleksikan pengorbananNya dari rumah masingmasing. Dan kita semua berharap mukjizat segera turun menghalau COVID. Have a blessing;;;1
gila serem bgt tante gue abis ngeoprasi org sesaran taunya doi positif covid;;;0
BERSAMA LAWAN COVID polisi_palembang anom_setyadji andes irwan_to.sik;;;1
Stay safe demi mencergah penyebaran peluasan wabah covid  bareng smartfren ;;;0
Yuk, setelah covid berakhir. Tapi pengen bgt ke argopuro gas;;;0
Kenapa harus banget ngikutin berita covid ? Karna di ruang isolasi itu ga enak banget Astagfirullah cukup sekali dan semoga virus ini segera lenyap dari bumi;;;1
Punten ini rapid test covid kah mas nya?;;;0
Bali terkini (April ), efek global Covid.Simak selengkapnya pada video saya,Link youtube:;;;0
Satu hari dia (Covid),akan pulang ke tempat asalnya... Tapi smp waktu itu kita harus terus bersabar dan berdoa moga semuanya dipermudahkan  Ustaz Fawwaz ;;;1
Mau gimana lagi? Kalo sampe dia bilang masuk tuh covid. Minta bantuin siapa? Dia kan memusuhi seluruh dunia. Bener gak si?;;;-1
Hahaha... Org yg tak waras.. Disaat sperti inicoba jgn gunakan politik... jgn grogoti dulu pemerintah... marilah kita sama tumbangkan covid  dulu... stelah  nanti baru kita tumbangkan presiden.. Bukan begitu kan bang.... memangbetul ssh org yg ambisi kuasa..sabarlah...;;;-1
KBRI Phnom Penh Peduli WNI dan Pencegahan COVID;;;1
Virus Covid menyerang paruparu, tapi Virus Cinta awak menyerang hati saya. Hehe;;;0
Hasil Rapid Test Covid , semua Ulama di Tasimalaya, Jabar Negatif Virus Corona.Alhamdulillah, semoga Allah senantiasa selalu menjaga semua Ulama, Kiyai, Ustadz, Ustadzah, Da'i, Pengurus Masjid di seluruh Indonesia. Aamiin...;;;1
HMS Itenas Bandung melalui Satgas Covid Yayasan Wanadri bekerjasama dan bersatu melawan Covid dengan upaya penggalangan dana yang akan digunakan untuk membeli sejumlah alat perlengkapan medis di sejumlah Rumah Sakit di Jawa Barat.;;;1
[HMS Itenas Peduli] Pandemi Covid menghadirkan berbagai keprihatinan sosial di seluruh Indonesia. Sudah saatnya kita keluarga besar HMS Itenas Bandung turun tangan memberikan bantuan kemanusiaan. Ayo Berdonasi untuk Dukung Perlengkapan Medis Tenaga Kesehatan COVID!;;;1
Covid  Mahasiswa dan Pemda, Andi Hasriadi : Biarkan Kami Tetap Hidup Menjadi Generasi Pelanjut;;;1
Antisipasi Kemungkinan Lain, Pasien Sesak Nafas Dikebumikan Dengan Protap Pemakaman PDP Covid ;;;1
Selagi vaccine tak jumpa, selagi tu bahaya covid  ni;;;0
Idup udh susah bgt ya.. Tambah covid makin susah.. Perekonomian beneran anjlokk..Udahann kek pandemi ini ;;;-1
