melanie subono soroti ruu cipta kerja yang disahkan ,positive,
omnya siapa omnibus law ,positive,
aren t our lives also jokes to you with that controversial omnibus law you tell me mr politician ,positive,
muji yang sini hujat yang sana misi numpang tanya emang 2 partai yang nolak omnibus law udah pasti ikhlas pro rakyat liat track recordnya dulu deh cuma mau ngasi tau ini era pilkada gaesss ,positive,
hati hati hoax uu cipta kerja omnibus law ,positive,
salah satu isi kontrak kerja beberapa saat setelah omnibus law uu cipta kerja disahkan ,positive,z
meskipun gw bukan buruh gw nolak omnibuslaw krn gw pecinta binatang ,positive,
menaker bantah omnibus law cipta kerja permudah phk ,positive,
bisa kaga sih yang kena omnibus law tuh yang pada nyoblos si bapak jokowow beserta antek nya gue golput nih kemaren kaga sudi kena asem nya doang ,positive,
yok buat teman teman jangan malas membaca dan asal mendukung apa yang tersebar selama ini cukup banyak hoax mengenai omnibus law uu di mana mana skuy ini ada beberapa persandingan dari 900 lembaran ngga bisa sehari dibaca sih memang ,positive,
kajian omnibus law kastrat bem fh uns 2020 pdf google drive ,positive,
sadar ga sih kalian kalo para anggota dpr yang kemaren terburuk buru mengisahkan omnibuslaw itu adalah dari kalangan pebisnis dan pemilik perusahaan mereka sebenarnya hanya ingin menyelamatkan diri mereka melalui omnibus ,positive,
entah kenapa banyak di tl sliweran banyak video2 lama demo sebelumnya sliweran dengan hastag omnibus law ,positive,
negarane awake dewe ki durung siap omnibus law gausah gawe kalean para petinggi lihat sikon sek indonesia ki kepiye mbok kuwi koruptor sing gaweane maling duite rakyat diurusi disek ,positive,
sekali2 dituker aja gimana gaji buruh pekerja ditukar dengan gaji orang2 dpr mau ngga pak dpr ,positive,
jadi ingat pernah nulis ini ,positive,
gw udah coba baca omnibus law khususnya uu cipta kerja yang lagi diprotes masyarakat dan emang gak semudah itu buat paham karena mungkin belum relate sama gw sebagai mahasiswa ,positive,
please help support omnibus law add a now ,positive,
jskskskdhsgd pantesan aje ada temen gua pro ruu omnibuslaw cilaka orang dia aje jadiin usa kiblat ekonomi terbaik ,positive,
tanya dan fakta omnibus law apa benae status pekerja kontrak seumur hidup tidak ada batas waktu kontrak itu ya cek jawaban nya ,positive,
ntah kenapa yang sekarang lebih banyak pro nya sama omnibuslaw dibilang yang kayak kita cuman kurang edukasi segala macem ,positive,
omnibus law cipta kerja integrasikan izin lingkungan dengan perizinan berusaha ,positive,
liat tweet kenalan yang butuh 7 lawyer buat review omnibus law ini makin meyakinkan w kalo ya masa yang di gedung ijo baca semua pasalnya sih ,positive,
pak polisi ini gak sadar ya suatu saat klrga mrk jadi pekerja yg kena dampak omnibus law ini pdhal kawal aja duduk bareng ntar tiba2 klrganya ada yg kena phk baru ooohhh nyesel gw ,positive,
well aku cuman ank sma tapi aku rasa omnibus law ini salah dan dalam proses pengesahannya pun ada yang janggal jadi aku rasa mosi ini penting untuk ditandatangani ,positive,
walau yg skrg udh pada diangkat jadi pegawai tetap kaga pada mikir anak cucunya apa itu yg mash bilang omnibus law si ga relate sama gua ntar anak cucu lu kuliah mahal2 cape2 cman buat jadi karyawan kontrak nya asing seumur hidup wkwk ,positive,
cucu proklamator muhammad hatta gustika jusuf hatta mengaku geram dengan pengesahan uu omnibus law cipta kerja bukan hanya menyoroti isi uu yang kontroversi ia juga menilai kerja dpr ri seperti kotoran ,positive,
perbaiki saja pak ,positive,
dan ketika guru besar dan dosen kampus para ulama para penggiat ham dan hukum menolak masih di bilang jangan termakan hoax omnibus law kamu waras ,positive,
tentang omnibus law uu cipta kerja sebelum bacot baca dulu anak muda ,positive,
woi yang ngebacot omnibus law udah baca belom ,positive,
omnibuslaw bakal ngaruh ke org2 yg kerja di pt mencari cinta sejati ga ya ,positive,
pembahasan buzzer agak2 berbobot nih tentang omnibus law ,positive,
bahaya emang buzzer bapak gw ngomongin kayak udah baca aja tuh 900 halaman nyalahin dpr tapi ga ngeh kalau yang ngusulin itu presiden a k a junjungan dia ,positive,
mana yg mengatakan uu omnibus law itu tidak berpihak kepada rakyat jangan asal bacot asal bicara bikin provokasi dan isu hoax saja ,positive,
masih blom ngerti omnibus law ,positive,
hey kalian yg bisa ditanyain opini abt omnibus law can u rep this tweet i wanna ask u something ,positive,
dear great company ini opini pribadi aja terkait isu terpanas dewasa ini omnibus law uu cipta kerja undang undang itu hanya sebagai acuan pembuatan peraturan dan aturan perusahaan ,positive,
gue lebih baik di bilang sok politik dari pada dibilang gapunya empati ,positive,
ingin bertanya omnibus law ini termasuk yang dikampanyekan pak jokowi selama pilpres kemarin engga ya ,positive,
setelah nonton filem ini cita citaku ingin jadi pendemo ,positive,
9 hoax omnibus law ,positive,
cuma di kalteng yg blom kedengeran penolakan ,positive,
emang ga menyesal pilih faisal basri waktu belio calon independen ,positive,
sekedar tanya omnibuslaw pernah gak sih terucap di waktu kampenye terlalu mahal barter nya apa gitu yaaa ampun dah ,positive,
maka dari itu bem fib unair menyatakan sikap untuk menolak dengan tegas terlaksananya pengesahan omnibus law karena berpotensi membahayakan kelangsungan hidup masyarakat ,positive,
secara hierarki peraturan perundang undangan saja omnibuslaw sudah bertentangan dengan sistem hukum kita omnibuslaw biasanya diterapkan di negara yang menganut sistem hukum anglo saxon seperti amerika dll sedangkan negara kita indonesia menganut sistem hukum eropa kontinental ,positive,
i totally agree prosesnya ngebut bgt kaya lagi dikejar setan rkuhp aja butuh puluhan tahun tp omnibus law yg ngerevisi puluhan uu kok bisa cepet bgt ,positive,
apakah ini yang diinginkan kita sebangsa dgn mudahnya bentrok sesama anak bangsa ,positive,
tetap jaga keselamatan waktu demo ya lur jangan lupa pake spion biar jangan nyebur ke belakang ,positive,
hati hati yuk simak hoax soal omnibus law cipta kerja ,positive,
agak takut ponakan w masih sd ikut ikutan bikin tiktok tentang omnibus law jujur aja aku sendiri masih belajar buat memahami masalah ini bagus sih kalo dia perhatian sama masalah negara sejak dini tapi takutnya dia speak up asal ikut ikutan aja ,positive,
hati hati hoax ruu omnibus law lebih baik teman2 buruh baca terlebih dahulu isinya jangan mau dimanfaatkan ,positive,
gatau lagi mau ngomong apa buat negri ini mau ikutan speak up juga tapi banyak pro dan kontranya jadi bingung mana yg real mana yg hoax be smart yaa guys dlm memahami isi dari uu omnibus law ,positive,
kami ini aremania kami selalu dukung arema dimanapun berada kami tolak omnibus law ,positive,
demo omnibus law gedung dprd jateng dicoreti kata kata makian ,positive,
semua orang berusaha memahami omnibus law lha sing gawe wae urung mesti faham ,positive,
terpantau yang fanboi fangal politik tahun lalu masih ada upaya defend atau melihat sisi positif dari omnibus law ini ternyata hehe ,positive,
dari rakyat dgn narasi aku ingatkan kembali tidak ada cinta didalam omnibus law ,positive,
haaah ngapain omnibus law sekarang sih jadi kehambat kan si cust baru nurunin po kzl ,positive,
di timeline yg ribut2 omnibus law kebanyakan adalah temen2 yg udah kerja sebagai yg nyari kerja saya justru malah gembira ntar abis keterima baru sedih lagi ,positive,
munculnya pasal yang mengatur soal pendidikan di uu ciptaker bikin geger badan legislasi baleg dpr menjelaskan pasal pendidikan tersebut ,positive,
ayo jangan kemakan hoax aja lihat nih puluhan ribu orang kemakan hoax tentang omnibus law jangan juga jadi orang yang cuma ikut ikutan susah diajak maju dan berkembang ke arah yang lebih baik ,positive,
orang orang yg mentalnya perusuh dan destruktif gini yg nantinya di framing sama buzzer kanan sebagai kriminal pembuat onar ujung ujungnya masyarakat umum bisa jd ga simpati sm gerakan anti omnibus law ini ,positive,
saya paham bagaimana perasaan adik di satu sisi dia pasti takut juga jika ikut demo akan dikeluarkan dari pekerjaan tapi di sisi lain dia marah karena omnibus law merampas hak haknya sebagai pekerja doaku bersamamu adikku dan untuk rekan pekerja lainnya ,positive,
klausul pesangon msh ada di omnibus law cuma bedanya ,positive,
tahun 2020 emg complicated bgt diawali pandemi kesulitan ekonomi semuanya serba online dan sekarang ditambah dgn masalah omnibus law negeri ini sudah cukup kacau setidaknya jgn memperburuk keadaan dgn menyalahgunakan wewenang yg telah diamanahkan ,positive,
min apakah punya salinan keputusan menko perekonomian no 378 tahun 2019 atau daftar nama anggota satgas ruu omnibus law kalo ada mungkin boleh dibagikan ,positive,
hanya buruh esemka yg mendukung omnibuslaw ,positive,
while literally civil participation is required to deliver input to generate laws that are democratic vigorous involving they are unified as whole and cannot be separated as a democratic state ,positive,
therefore the enthusiasm to overhaul licensing in indonesia in one ordinance omnibus law can be ratified and then juridical crises arise if observed further it puts forward issues in the formal and material degrees rectified in the job creation bill ,positive,
tuh kan ,positive,
apakah mereka lupa dengan century dan hambalang blm lagi kasus kader kadernya wkwkw btw ni mulai melenceng dari tujuan awal fokus ke omnibus law aja gausa merembet kemana mana ,positive,
saya terharu membaca pesan adik doi kelahiran 2000 lulusan stm asanya sungguh besar bekerja di salah satu pabrik itu demi bisa menyenangkan kedua bapak ibu yang menurut dia sudah berjasa besar merawat dan menyekolahkan dia si adik mengaku marah atas diketoknya omnibus law ,positive,
untuk sikap yang ini sy 1000 dukung yai kh aqil siraj mari tolak omnibus law yg bakal mencelakakan rakyat bahkan kudu dibatalkan ,positive,
yuk jangan lupa belajar omnibuslaw ruu ciptaker soal uts isinya omnibuslaw juga ga ya hehe ,positive,
soal uu omnibus law abdul mu minta semua elemen masyarakat menahan ,positive,
meluruskan 12 hoax omnibus law ruu cipta kerja kerjaan kadrun ,positive,
beberapa ciwi di kelas ak ngajak demo besok padahal sekolah aja ngga ada ngasih perintah katanya jangan cuma koar koar di snap dpr idak save wa kau padahal dia kmrn itu cuma bikin sw tntg masalah ini dr video tiktok ngga share link petisi tolak omnibus law ,positive,
omnibus law sah bkpm klaim 153 perusahaan siap masuk ri ,positive,
besok kalo covid dah reda dan pemerintahan ga becus njalanin omnibuslaw ini baruuu demo gede tuh bakal ikut aku kalo itu ,positive,
ya mau gimana lg cuy udh sah juga tuh omnibuslaw gausah didebatin terus dlu lah apalg covid kyk gini malah banyak yang demo po ya ga kasian sesamanya apalagi keluarga kita yg bisa ketularan bahaya cuyy ,positive,
kalo diliat dari sisi positive ada sih beberapa yang bisa diunggulkan dan diharapkan dari omnibuslaw ini yang ga mau baca skip aja ,positive,
omnibuslaw omnibuslaw apalah arti saya yang hanya seorang buruh nan kecil ini tapii saya mau sedikit cerita deh soal omnibuslaw pandanganku aja sih ini ga ngerti dan mungkin emng sangat salah maaf ya ,positive,
peneliti lipi fathimah fildzah izzati mengatakan bahwa pasal 66 undang undang omnibus law cipta kerja akan melanggengkan sistem kerja alih daya ,positive,
aku menghargai sekali teman2 yang sedari kemarin berjuang menyuarakan nasib banyak org krn omnibus law dari sini cuma bsa mendoakan kalian semua ttp aman dan sehat tapi menyayangkan juga sm oknum2 provokator yg bikin ricuh dan merusak byk fasilitas umum termasuk trotoar ,positive,
woyy para intelektual muda jangan mau ditipu sjw mereka asal bacot ngga baca isi omnibus law itu kaya apa ,positive,
silahkan tapi bukan yang mngesahkan omnibus law kenapa berantem ,positive,
menunggu berita tentang timbulnya kluster demo kukira daripada demo kalian mempertaruhkan kesehatan kalian dan org2 di sekitar kalian sebaiknya kalian bersatu saja gugat di mk uu omnibuslaw tsb ttp bs protes tp jg ttp aman buat kesehatan saran aja sih ,positive,
bedasarkan eksistensi omnisbuslaw seperti pedang yang tajam karena menggenerelasi uu lainnya sisi lain esensial omnibuslaw ini banyak harapan tidak dilegitimasi yang dapat menguatkan keberadaan warga negara ,positive,
cuci tangan pakai masker jaga jarak eitts tapi jangan lupa semua hadir ya owm ni dan lou pada diacara hajatan gue datengnya rame ye ,positive,
emang mbak salah apa sih sampe dihujat se indonesia kasian ,positive,
ono seng ribut bab bal ono seng ribut omnibus law pusing lama lama liat sosmed kepala udah kenceng mikir kerjaan buka sosmed ribut semua isinya ,positive,
segala upaya jahat coba dilakukan para provokator berkedok demo omnibus law tujuan mereka satu untuk memakzulkan jokowi ayo sobat kita bersuara jangan biarkan pak jokowi sendirian ,positive,
the ratification of the omnibus law triggers the people s opposition to the country when the country is ready to face the pandemic epidemic 19 ,positive,
kenapa pemerintah ini gak fokus memberantas itu dulu malah terkesan melemahkan institusi pemberantasan korupsi lalu tiba2 muncul lah omnibus law ini yg terkesan buru buru bener kata bang faisal basri tadi di ,positive,
ayo dibaca dulu hoaks dan fakta terkait omnibus law ,positive,
bahan nih james riady jhonny dharmawan erwin aksa anton supit haryadi sukamdani indroyono soesilo suryadi sasmita carmelita hartoto anies baswedan daftar anggota satgas omnibus law ,positive,
komentar kek gini knapa baru sekarang ,positive,
waktu itu sempet baca tweet ttg org demoin omnibuslaw bilang ,positive,
negara lagi dilanda musibah wabah korona namun ada aja politikus jahat yang memanfaatkan situasi ini untuk berbuat rusuh dengan menumpangi demo omnibus law jahat kalian ,positive,
misi misi yg kmaren ngata fathur nanyain fathur knp ga turun apa kalian udh tau dia udh menyuarakan omnibus law dri febuari wkwk dia udah speak up paling awal kalo kata manik bertindak atau apapun harus dari diri sendiri jangan ngandelin orang lain semangat yg demo ,positive,
judicial review memang langkah paling aman tapi apakah yakin didalamnya tidak ada permainan tindakan demonstrasi di beberapa daerah itu representasi ekspresi bahwa masyarakat tidak menghendaki apa yang sudah diputuskan ,positive,
btw baru sadar kenapa kalo demo misal omnibus law atau revisi uu kpk yang jadi sasaran dprd ya apalagi dprd tk kota emang mereka punya wewenang wkwk tapi ya mau gimana lagi drpd jauh jauh ke senayan ,positive,
butuh isi omnibus law lengkap nih download di mana ya ,positive,
trs kmrn update mslh omnibus law ktny klo emg aturannya gitu ya knp ga ganti profesi aja jd wirausaha pokoknya ga ikut org lah trus tak bales kan trus mengagetkan nya dia gtau klo uu itu udh disahkan kiranya masih ruu kntl ga sih ,positive,
what a note baca tapi tak bisa memahami realita masyarakat buat apa ,positive,
besok demo hari terakhir abis itu kawal judicial review di mk kita tuntaskan perjuangan rakyat batalkan omnibus law di mk ,positive,
kurang lengkap ini tidak ada dalam omnibus law yang merugikan rakyat cina india jepang dll kecuali indonesia ,positive,
tapi kesalahan sudah terdapat di awal pembentukan loh kok bisa penyusunan undang undang itu diatur dalam undang undang nomor 12 tahun 2011 tentang pembentukan undang undang setidaknya pembuatan omnibus law ini melanggar asas keterbukaan dan asas dapat dilaksanakan ,positive,
tolong diingat dalam otak kalian jokowi lah sumber masalah dari omnibus law tidak ada kalimat lain selain ,positive,
ini kalian pemerintah dpr tau ga sih kalau mengsahkan omnibus law bakal demo dan lucunya lagi pandemi jangan salahin rakyat kalo covid naik lagi salahin ego kalian buat kebijakan kayak ga mikir kedepannya mau tau deh urgensinya disahkan apa asli kepo ,positive,
saat ini omnibus law uu cipta kerja sebenarnya masih melalui tahap persetujuan dan masih belum berlaku efektif selanjutnya adalah tahap pengesahan ada jangka waktu 30 hari bagi presiden untuk mengesahkannya ditandatangani atau tidak uu cipta kerja tetap akan berlaku ,positive,
ya tuhan ga kebayang bagaimana perusahaan indonesia isiin semua tenaga kerja dari luar dan jika diberlakukannya uu omnibuslaw yg isinya mereka dibebaskan pajak sementara kita warga indonesia diwajibkan bayar pajak ,positive,
scroll instagram freya cukup menenangkan pikiran dari hiruk pikuk nya omnibus law cuy ,positive,
bismillah ini akun baru saya yang lama di bajak orang dan ndak bisa saya miliki lagi ,positive,
padahal baru aja mikir ini papa gak mau nanya nanya atau diskusi perihal omnibus law apa gak lama kemudian langsung nelepon ,positive,
sejujurnya saya belum dapat menyimpulkan apakah omnibus law akan berdampak baik atau buruk itu persoalan waktu yg akan menjawab tapi yg sangat di sayangkan dengan pemerintah yg tidak mempertimbangkan penetapan omnibus di tengah pandemi yg kian buruk dari hari ke hari ,positive,
bodoamat skip kelas negara dulu dipentingin karena kedepannya kita yg bakal ngejalanin stay safe all sayang kalian banyak banyak ,positive,
omnibus law membuat photo e lonte jadi ga laku ,positive,
mo ikutan bahas omnibus law iya gue irt tapi suami gue kan pekerja juga ,positive,
astagafirullah pak presiden ku siapa yg beritahu bapak bakalan ada investor masuk setelah uu ini sah yakin pak dialah pengkhianat itu ,positive,
orang orang yang komen omnibus law ke ignya dprlive tuh pada kenapa sih udah dikasih tau bukan dihapus malah sengaja sok2 salah komen lagi ,positive,
sp yg rela baca draft final omnibus law biar bs nyambung ngobrolnya sm pacar ,positive,
apakah omnibus law murni untuk kepentingan buruh atau untuk mempermudah masuknya asing dan aseng ke indonesia ,positive,
dan dia anggap org2 bluffing ga jelas knp uu yg blm sah udah dianggap menyengsarakan rakyat hellloooowwww obviously pertanyaan gw itu simpel banget gw cuma tny klo file omnibus law 905 halaman itu udah versi final atau blm ,positive,
lalu muncul lah semua keraguan gw pas dia tny ke gue kalau ternyata knp omnibus law itu blm disahkan dan knp org2 sudah menganggap klo uu itu menyengsarakan rakyat baru sadar klo dia itu ga rajin update berita jd ga tau klo omnibus law itu dah ketok palu alias sah ,positive,
krn gw jujur terima file beberapa versi dan ga tau yg mana yg final gw cuma rely on file name final aja dan gw anggap itu final dan juga org2 lain pada nyebar file yg sama so jadilah gw claim itu file omnibus law yg final ,positive,
begitu gw tny utk minta file omnibus law yg udah di ttd dia bilang nanti dicariin dulu krn dia jg ga pny lalu gw tny gmn ya tau nya klo file yg gw pny dah final atau bukan krn dia lawyer gw pikir dia pny koneksi utk tau file yg mana yg final version ,positive,
ya sikapnya kan udh kmren pas pengesahan uu omnibus law ,positive,
bukan tentang omnibus law tentang mengingatkan diri sendiri ,positive,
upaya apa yang dapat ditempuh untuk menjegal omnibus law secara konstitusional ,positive,
dari kemaren yg saya baca jg dr org2 lembaga2 yg mndptkn keberpihakan dr hati saya jadi sah sah saja menurut saya utk tidak setuju maupun setuju dg omnibus law tanpa harus membaca lengkap draftnya tabik ,positive,
kuliah online fak hukum di twitter matkul uu omnibus law 900 sks ga kelar2 ngarti kaga vertigo iya hhhh ,positive,
punya gua kepake alhamdulillah pokoknya mah yg penting tolak ruu cipta kerja ttd petisinya ,positive,
uu omnibus law ini harus ditarik dan dikaji kembali sungguh membuat timpang posisi pekerja lepas ketika mengurus perjanjian kontrak kerja dengan klien ,positive,
omnibus law adalah hukum yang digunakan untuk mengganti undang undang lama yang berlaku omnibus sendiri bersifat menyeluruh uu cipta kerja hanyalah salah satunya tapi bukankah keinginan sebenarnya baik tentu saja tapi ,positive,
nih kalau ada yang mau tau summary apa yg berubah setelah omnibus law dan apa dampak nya unud ada bikin ,positive,
katanya sih para 9 naga adalah dalang dari semua masalah omnibus law ini ,positive,
oh ini toh dalangnya makanya ngebet banget daftar anggota satgas omnibus law ,positive,
mana habis lulus dihadapkan pd kenyataan omnibus law dahlah angkatan 98 ni selalu jd kelinci percobaan ,positive,
presiden minta omnibus law selesai dalam 100 hari badan legislasi dpr ,positive,
i a 12 yo and i hoping i can give my opinions about the omnibus law ,positive,
abis ngobrol2 sama orang legal di kantor setelah dia review si omnibus law bagian ketenagakerjaan itu ternyata alasan apapun apapun kalo di phk itu cuma kena 1x gaji jd yaaaaa jangan aneh nanti bakal banyak phk ke depannya ,positive,
batalkan omnibus law buruh fspmi tangerang tutup akses jalur kawasan industri balaraja ,positive,
saatnya umat islam sadar bahwa selain komunisme musuh lain adalah kapitalisme bahkan ancaman kapitalisme sudah nyata di depan mata ketika komunisme baru merayap uu omnibus law jelas produk kapitalisme untungkan oligarki ustadz iwan januar ,positive,
omnibus law demo jokowi bangun sebentar lagi sampe jogja ,positive,
kyknya negara lebih merugi di daripada tp demonya ramean hari ini ada unsur corona n politik sih mngkin ya ,positive,
saya mimpi tentang omnibus law semalam ,positive,
semoga berguna ,positive,
bismillah udah lama gak ngetik ini omnibus law apa yang sebenarnya perlu kita tuntut isi undang undangnya hak yang terdampak atau apa lalu kenapa harus semua elemen masyarakat yang membelanya saya akan jelaskan sedikit opini saya ,positive,
ga update soal demo omnibuslaw bukan berarti gue manut iya doang ye gue milih diem bukan berarti iya doang maju ikut demo sana sini tp ga tau point yg mau disampein apa enggak gitu cara mainnya ,positive,
saya gak sempet mikirin omnibus law mikiri parley kemarin kok bisa bisa nya main di kandang wigan kalah sama port vale ,positive,
sobat oligarki konglo hitam yg sudah mau sekarat diselamatkan pakai omnibus oligarki daftar anggota satgas omnibus law ,positive,
kenapa ya ga ada bu smi padahal dia orang yang paling kompeten dalam menjelaskan omnibus law dan penjelasannya mudah dipahami ,positive,
gunnersaurus ternyata juga terkena dampak omnibus law dari stan kroenke ,positive,
bts baepsae silver spoon lirik video tolak uu omnibus law ,positive,
well in the end emang omnibus law programmu ,positive,
pliss ini cuma pemikiran ngawur gue malem bayangin kl misal seluruh rakyat disuruh baca 900 hlmn uu omnibuslaw hbs itu baru kl ada yg tdk cocok boleh demo bisa seminggu lbh anjim udh telat bgt buat demo ,positive,
pemerintah digaji rakyat jadi seharusnya melindungi rakyat spy mereka yg kuat tidak semena mena tp dengan omnibus law ini malah pemerintahnya menggadaikan pekerja dan meloloskan perusahaan tanpa standard menjaga lingkungan negara malah digadaikan o pemerintah ,positive,
kalau ada yang bilang rugikan rakyat ga sepenuhnya bener loh ada banyak pedagang yang terbantu rejekinya setelah sepi sejak pandemi he he ,positive,
bem unsa makassar desak pemerintah batalkan uu omnibus law cipta kerja ,positive,
saksinya seorang profesor bukan kaleng kaleng nih sudah bukan waktunya lagi orasi tolak omnibuslaw tapi wajib hapus omnibuslaw karena sudah jelas dalangnya swarakyat media ,positive,
presiden jokowi menekankan pentingnya melaksanakan omnibus law sbg kunci indonesia maju pernyataan itu disampaikan seusai melantik para menteri kabinet indonesia maju rabu 23 oktober 2019 blm cukup setahun pernyataan tesbt ternyata sdh disahkan aja ,positive,
abis baca analisis efek omnibus law di quora jadi kepikiran bahwa asn emang pekerjaan cari aman ya ,positive,
peneliti politik lembaga ilmu pengetahuan indonesia lipi wasisto raharjo jati menanggapi beredarnya berita bohong alias hoaks dlm tangkapan layar yg beredar di aplikasi pesan whatsapp menyoal 13 poin omnibus law undang2 cipta kerja uu ciptaker ,positive,
dpr tau ga si ada yang lebih penting dari ruu omnibuslaw cipta kerja it s called pks ,positive,
saran saya kepada agar dapat menjelaskan kepada publik baik melalui media tv atau youtube tentang atau publik butuh keterbukaan agar kami dapat kritis dan melawan kebodohan dari akun lain yang masih belum jelas kebenarannya alias hoax ,positive,
