;teks;label
11;['you', 'gak', 'mikir', 'negara', 'besar', 'as', 'aja', 'gak', 'berani', 'lock', 'down', 'berapa', 'besar', 'dana', 'yg', 'hrs', 'keluar', 'utk', 'tanggung', 'biaya', 'hidup', 'rakyat', 'kecil', 'yg', 'dampak', 'wabah', 'bukan', 'salah', 'siapa', 'jgn', 'asal', 'salah', 'pem', 'sdh', 'usaha', 'kuat', 'tenaga', 'tangan', 'dampak', 'corona', 'utama', 'utk', 'rakyat'];1
12;['yok', 'muhasabah', 'diri', 'yok', 'ojo', 'nyalahne', 'perintah', 'terus', 'bareng', 'lawan', 'corona', 'cegah', 'lebih', 'baik', 'obat', 'banyakin', 'ngaji', 'banyakin', 'shalawat', 'doain', 'semua', 'warga', 'indonesia', 'selamet', 'covid', 'lawancoronabersama'];1
13;['yg', 'pertama', 'org', 'indonesia', 'banyak', 'yg', 'sepele', 'nya', 'yg', 'dua', 'perintah', 'kurang', 'tegas', 'kurang', 'sigap', 'tangan', 'covid'];0
14;['yg', 'perlu', 'salah', 'bukan', 'kang', 'angkotnya', 'perintah', 'menkes', 'tidak', 'beri', 'edukasi', 'baik', 'masyarakat', 'bahaya', 'covid', 'tanggulang', 'jangan', 'salah', 'ngeyel', 'karma', 'perintah', 'ngeyel', 'bhw', 'indonesia', 'bebas', 'virus'];0
15;['yg', 'gabakal', 'milih', 'lockdown', 'karna', 'bakal', 'bikin', 'dampak', 'negatif', 'yg', 'besar', 'bgt', 'salah', 'satu', 'krisis', 'moneter', 'yg', 'bs', 'lebih', 'dr', 'th'];1
16;['yg', 'ngehastag', 'lockdown', 'mending', 'cari', 'tau', 'baca', 'dl', 'dampak', 'dr', 'lockdown', 'tsb', 'ga', 'smudah', 'lockdown', 'cmiiw'];1
17;['yg', 'saran', 'lockdown', 'suruh', 'lihat', 'negara', 'lain', 'jgn', 'cuma', 'ngomong', 'dampak', 'bijak', 'sangat', 'luas', 'saat', 'yg', 'butuh', 'saling', 'kuat', 'bukan', 'saling', 'hujat', 'provokasi', 'perintah', 'tdk', 'mampu', 'mari', 'semua', 'rakyat', 'dukung', 'ikut', 'arah', 'perintah', 'sj'];1
18;['yg', 'masalah', 'besar', 'perintah', 'pusat', 'berani', 'utk', 'lockdown', 'negara', 'indonesia', 'cegah', 'sebar', 'luas', 'virus', 'covid', 'harap', 'bapak', 'presiden', 'tegas', 'dlam', 'mengatsi', 'lockdown', 'cepat', 'selamat', 'nyawa', 'rakyat', 'indonesia', 'pancasila', 'abadi'];0
19;['yg', 'koar', 'koar', 'lockdown', 'oposisi', 'yg', 'tdk', 'pikir', 'dampak', 'nya', 'tetapi', 'jadi', 'dampak', 'nya', 'sangat', 'buruk', 'akan', 'hujat', 'ber', 'silid', 'silid', 'dukungjokowibasmicorona'];1
20;['yg', 'kmrn', 'minta', 'lockdown', 'gua', 'tau', 'lu', 'ken', 'negara', 'ricuh', 'org', 'miskin', 'lapar', 'banyak', 'org', 'jd', 'stres', 'moga', 'lu', 'mati', 'duluan', 'dampak', 'lockdown', 'warga', 'miskin', 'malaysia', 'kabar', 'mulai', 'lapar', 'simak', 'fakta', 'batam', 'tribunnews', 'com', 'dampak', 'lockdown', 'warga', 'miskin', 'malaysia', 'dikabarkan', 'mulai', 'kelaparan', 'simak', 'faktanya', 'lewat', 'tribunbatamku'];1
21;['yg', 'bikin', 'porak', 'poranda', 'indonesia', 'badut', 'politik', 'yg', 'haus', 'kuasa', 'berma', 'atas', 'derita', 'virus', 'corona', 'congor', 'yg', 'sudut', 'perintah', 'lebih', 'bahaya', 'covid', 'nya', 'sekarang', 'satu', 'lawan', 'covid', 'stoptunggangicorona', 'dukungjokowibasmicoronapic', 'twitter', 'com', 'wzz', 'm', 'ka', 'v'];1
22;['yg', 'bikin', 'indonesia', 'kena', 'virus', 'corona', 'siapa', 'gunromli', 'sejak', 'awal', 'rakyat', 'udah', 'minta', 'terbang', 'dr', 'ke', 'china', 'henti', 'tp', 'perintah', 'enggan', 'takut', 'pariwisata', 'sepi', 'di', 'beri', 'diskon', 'lg', 'lu', 'mana', 'gk', 'bela', 'rakyat', 'bahkan', 'sekarang', 'covid', 'udah', 'masuk', 'kabinet', 'nih'];0
23;['yg', 'bikin', 'covid', 'cepet', 'sebar', 'indonesia', 'salah', 'satu', 'orang', 'yg', 'ngomong', 'gausah', 'takut', 'sama', 'corona', 'mati', 'udah', 'atur', 'allah', 'perintah', 'gencar', 'nya', 'nanganin', 'virus', 'ini', 'bacot', 'masyarakat', 'malah', 'sampah'];1
24;['yg', 'berat', 'kan', 'perintah', 'lockdown', 'dampak', 'ini', 'sdh', 'asa', 'polisi', 'sdh', 'represif', 'mana', 'resmi', 'cm', 'karna', 'perintah', 'takut', 'keluar', 'duit', 'aja', 'skrg', 'malah', 'buka', 'rekening', 'donasi'];0
25;['yg', 'paling', 'rasa', 'dampak', 'lockdown', 'masyarakat', 'kecil', 'akan', 'picu', 'kisruh', 'lain', 'contoh', 'india', 'yg', 'perintah', 'minta', 'maaf', 'kpd', 'rakyat', 'kurang', 'optimal', 'bijak', 'lockdown'];0
26;['yes', 'dok', 'moga', 'masyarakat', 'indonesia', 'lebih', 'dewasa', 'sikap', 'banyak', 'hal', 'dukung', 'nakes', 'sibuk', 'rawat', 'sodara', 'kita', 'jgn', 'jauh', 'mari', 'dukung', 'perintah', 'negara', 'juga', 'saling', 'dukung', 'jgn', 'kita', 'hujat', 'semua', 'sedang', 'juang', 'atas', 'covid', 'twitter', 'com', 'tirta', 'hudhi', 'status'];1
27;['yaudah', 'selesai', 'cuma', 'mau', 'ngasih', 'tau', 'aja', 'kalo', 'misal', 'nya', 'lockdown', 'dari', 'atas', 'nya', 'cuma', 'nyuruh', 'aja', 'malah', 'kena', 'dampak', 'nya', 'mati', 'lapar', 'ikutin', 'aja', 'gimana', 'atur', 'nya', 'penting', 'bisa', 'bawa', 'badan', 'pulang', 'bawa', 'uang', 'buat', 'keluarga', 'makan'];1
28;['yaudah', 'lockdown', 'parsial', 'batas', 'rumah', 'aja', 'kalau', 'rekomendasi', 'bulan', 'mah', 'biar', 'rasain', 'dampak', 'omong', 'sendiri'];1
29;['hormat', 'cabernetmerlott', 'bijak', 'perintah', 'salah', 'ketika', 'virus', 'ncov', 'corona', 'covid', 'rebak', 'malah', 'buat', 'bijak', 'insentif', 'pariwisata', 'wisatawan', 'asing', 'yg', 'datang', 'mungkin', 'bawa', 'virus', 'sebut', 'tular', 'indonesia', 'arielcrows'];0
30;['dampak', 'maksud', 'gimana', 'pak', 'jokowi', 'bukan', 'rata', 'seluruh', 'provinsi', 'kabupaten', 'kota', 'indonesia', 'dampak', 'apa', 'mesti', 'kebijakan', 'bapak', 'baru', 'kami', 'kena', 'wabah', 'covid', 'baru', 'bijak', 'perintah', 'baru', 'nikmat', 'lalu', 'apa', 'guna', 'stay', 'at', 'home'];0
31;['suruh', 'lockdown', 'orang', 'tidak', 'tau', 'dampak', 'sebenernya', 'buat', 'diri', 'sendiri', 'ikutin', 'aja', 'dulu', 'arah', 'perintah', 'benar'];1
32;['sangat', 'lihat', 'jelas', 'tangan', 'covid', 'indonesia', 'bacot', 'jabat', 'perintah', 'pusat'];0
33;['sangat', 'sayang', 'tengah', 'makin', 'rebak', 'covid', 'rebak', 'cela', 'an', 'kritik', 'cenderung', 'bangun', 'perintah', 'padahal', 'semua', 'ganggu', 'bangkit', 'ihsg', 'sedang', 'lemah', 'akhir', 'dampak', 'pada', 'tumbuh', 'ekonomi', 'indonesia'];1
34;['pasti', 'kompak', 'perintah', 'rakyat', 'italia', 'hadap', 'wabah', 'covid', 'bumbu', 'agama', 'beda', 'kita', 'indonesia', 'semu', 'ulah', 'kadal', 'gurun'];1
35;['kritik', 'bijak', 'perintah', 'soal', 'pandemi', 'covid', 'betul', 'mau', 'apa', 'sih', 'punya', 'bijak', 'apa', 'yg', 'cocok', 'buat', 'solusi', 'indonesia', 'mbok', 'o', 'bikin', 'trus', 'papar', 'perintah', 'tpi', 'hitung', 'an', 'biaya', 'resiko', 'sekali', 'ya', 'jgn', 'asal', 'usul', 'doang'];1
36;['masih', 'nyalah', 'in', 'perintah', 'indonesia', 'baca', 'lah', 'ini', 'i', 'think', 'all', 'govt', 'will', 'always', 'do', 'the', 'best', 'for', 'their', 'country', 'ya', 'memang', 'semua', 'kewalahan', 'membludaknya', 'pasien', 'kasus', 'covid', 'lagi', 'pasien', 'sakit', 'lain', 'twitter', 'com', 'odonggyu', 'status'];1
37;['masih', 'berani', 'krn', 'ta', 'u', 'malu', 'kritik', 'perintah', 'tangan', 'covid', 'baris', 'sakit', 'hati', 'kadrun', 'busuk', 'yg', 'pernah', 'kaca', 'diri', 'x', 'ada', 'kutil', 'otak', 'yg', 'jauh', 'lebih', 'bahaya', 'virus', 'corona', 'sama', 'kerja', 'songsong', 'indonesia', 'maju', 'merdeka'];1
38;['harus', 'demo', 'tuh', 'bukan', 'gubernur', 'usaha', 'tempat', 'kerja', 'gak', 'taat', 'bijak', 'perintah', 'kalian', 'kemaren', 'koar', 'koar', 'lockdown', 'skg', 'kena', 'dampak', 'nya', 'nyalahin'];1
39;['gue', 'heran', 'nih', 'masa', 'iya', 'indonesia', 'banyak', 'ilmu', 'banyak', 'universitas', 'fakultas', 'dokter', 'masa', 'ga', 'ngatasin', 'covid', 'rata', 'bukan', 'nyalahin', 'perintah', 'pokok', 'aneh', 'lah', 'birokrasi', 'indonesia', 'lockdownnasionalserentak'];0
40;['sayang', 'situasi', 'kaya', 'gin', 'tuh', 'perintah', 'ga', 'transparansi', 'soal', 'ada', 'ini', 'media', 'ga', 'ngebantu', 'ngasih', 'informasi', 'dampak', 'positif', 'negatif', 'lockdown', 'suatu', 'daerah', 'negara'];0
41;['butuh', 'indonesia', 'ini', 'dukung', 'moril', 'seluruh', 'rakyat', 'buat', 'gugus', 'depan', 'perintah', 'baik', 'pusat', 'maupun', 'daerah', 'insya', 'allah', 'semua', 'keptusan', 'perintah', 'redam', 'sebar', 'covid'];1
42;['arti', 'pandemi', 'covid', 'indonesia', 'terus', 'lanjut', 'perintah', 'ning', 'gosah', 'tutup', 'deh', 'twitter', 'com', 'cnnindonesia', 'status'];0
43;['ada', 'otak', 'perintah', 'indonesia', 'selalu', 'rank', 'bener', 'dongg', 'indonesia', 'rank', 'mati', 'akibat', 'covid', 'se', 'asia', 'tenggara', 'twitter', 'com', 'alzamfauzan', 'status'];0
44;['yakin', 'dengan', 'data', 'perintah', 'kena', 'jumlah', 'postif', 'covid', 'indonesia'];0
45;['yakin', 'perintah', 'akan', 'mampu', 'kelola', 'lockdown', 'juta', 'yg', 'kena', 'dampak', 'nye', 'klo', 'lockdown', 'sprti', 'italy', 'formulasi', 'lockdown', 'yg', 'tepat', 'cegah', 'cc', 'pak', 'aniesbaswedan', 'msaid', 'didu', 'ramlirizal', 'woy', 'pak', 'fadlizon', 'darurat', 'indonesia', 'butuh', 'pemimpintwitter', 'com', 'zarazettirazr', 'status', 's'];0
46;['yakin', 'neh', 'jokowi', 'ajar', 'lockdown', 'lockdownnow', 'covid', 'jokowi', 'alas', 'ajar', 'karakter', 'hingga', 'dampak', 'jumlah', 'negara', 'dunia', 'laku', 'lockdown', 'http', 'cnn', 'id'];0
47;['yaa', 'memang', 'siap', 'rantai', 'komando', 'informasi', 'gak', 'jalan', 'perintah', 'pusat', 'daerah', 'jalan', 'sendiri', 'segi', 'ekonomi', 'banyak', 'rakyat', 'indonesia', 'kerja', 'hari', 'kalau', 'gak', 'kerja', 'gak', 'makan', 'moga', 'covid', 'segera', 'akhir', 'lalu', 'aamiin'];0
48;['yaa', 'gimana', 'kalau', 'gagal', 'lebih', 'baik', 'cegah', 'obat', 'lebih', 'baik', 'siap', 'plan', 'b', 'jangan', 'pernah', 'gampang', 'suatu', 'masalah', 'salah', 'pertama', 'perintah', 'indonesia', 'covid', 'remeh', 'masalah', 'jangan', 'ulang'];0
49;['yaa', 'allah', 'smg', 'tdk', 'jadi', 'indonesia', 'smg', 'perintah', 'pusat', 'segera', 'sadar', 'gerak', 'cepat', 'tangan', 'ini', 'satu', 'nyawa', 'sj', 'sangat', 'harga', 'jangan', 'lg', 'kata', 'covid', 'tdk', 'tahan', 'cucaca', 'indonesia', 'apa', 'yg', 'tjd', 'd', 'ekuador', 'adlh', 'keadaanya', 'nyata', 'tropis', 'lembab', 'byk', 'yg', 'tewas'];0
50;['makanya', 'perintah', 'gk', 'mau', 'sembarang', 'ambil', 'jalan', 'lockdown', 'untuk', 'jalan', 'lockdown', 'pikir', 'gmana', 'bantu', 'rakyat', 'kena', 'dampak', 'lockdown', 'dan', 'tidak', 'mudah', 'bantu', 'sosial', 'ingat', 'waktu', 'gempa', 'lokal', 'kmrn', 'banyak', 'bantu', 'kmnsiaan', 'di', 'rampas'];1
51;['jangan', 'salahin', 'perintah', 'dong', 'usah', 'yg', 'taat', 'atur', 'perintah', 'kemaren', 'pda', 'minta', 'lockdown', 'trending', 'skg', 'dampak', 'nya', 'dri', 'atur', 'komplen', 'juga'];1
52;['ini', 'mungkin', 'efek', 'ketidaksiapan', 'perintah', 'awal', 'cegah', 'virus', 'covid', 'masuk', 'indonesia', 'dalam', 'tangan', 'amburadul', 'didaerah', 'moga', 'semua', 'akhir', 'kembali', 'mula'];0
53;['harus', 'siap', 'lah', 'kur', 'cara', 'paling', 'efektif', 'dampak', 'ekonomi', 'gde', 'lockdown', 'is', 'in', 'effect', 'semua', 'negara', 'suspect', 'coronanya', 'tinggi'];0
54;['emang', 'ada', 'yg', 'korban', 'gak', 'sih', 'italy', 'lockdown', 'pasti', 'govt', 'nya', 'udah', 'mikir', 'dampak', 'multidimensi', 'tmsk', 'ekonomi', 'apa', 'timbang', 'kalaupun', 'benar', 'merely', 'krn', 'takut', 'ekonomi', 'knp', 'otak', 'gue', 'beneran', 'ga', 'bs', 'proses', 'uang', 'prevails', 'over', 'nyawa', 'manusia', 'sad'];0
55;['bukan', 'indonesia', 'kl', 'g', 'enak', 'kan', 'kalo', 'kena', 'tinggal', 'nyalahin', 'perintah', 'alas', 'g', 'mampu', 'tanggulang', 'covid', 'welcometoindonesia'];1
56;['beda', 'bro', 'indo', 'dilockdown', 'dampak', 'buat', 'megara', 'sgt', 'besar', 'utama', 'sisi', 'ekonomi', 'negara', 'kalo', 'negara', 'maju', 'luar', 'sama', 'nerapin', 'lockdown', 'karna', 'stabilitas', 'ekonomi', 'pada', 'oke', 'indo', 'ini', 'ga', 'mungkin', 'lockdown', 'negara', 'full'];1
57;['allah', 'korban', 'makin', 'tingkat', 'perintah', 'tegas', 'untuk', 'keluar', 'bijak', 'lockdown', 'juta', 'duduk', 'ri', 'tinggal', 'covid', 'kata', 'ahli', 'china', 'aja', 'mau', 'lockdown', 'jilid', 'indonesia', 'kpiye', 'na', 'udzubillah', 'youtu', 'be', 'wxg', 'jdmqjtu'];0
58;['allah', 'apa', 'tindak', 'perintah', 'covid', 'sebar', 'luas', 'banyak', 'test', 'himbauan', 'jaga', 'jarak', 'diam', 'rumah', 'sebar', 'tular', 'nya', 'lebih', 'cepat', 'tambah', 'banyak', 'lagi', 'mau', 'nunggu', 'hingga', 'semua', 'rakyat', 'indonesia', 'jangkit', 'cc', 'jokowi'];0
59;['wow', 'arti', 'perintah', 'bohong', 'data', 'di', 'sampai', 'palsu', 'pantesan', 'beberapa', 'negara', 'menghimbau', 'warga', 'negara', 'keluar', 'indonesia', 'mungkin', 'pak', 'karniilyas', 'angkat', 'diskusi', 'ilctv', 'uak', 'palsu', 'data', 'covid'];0
60;['wow', 'minta', 'lockdown', 'siap', 'ikut', 'tanggungjawab', 'dampak', 'resiko', 'lockdown', 'jgn', 'cmn', 'teriak', 'lockdown', 'trus', 'chaos', 'situ', 'cmn', 'bilang', 'urus', 'perintah'];1
61;['woi', 'rakyat', 'indonesia', 'jangan', 'sekali', 'sekali', 'remeh', 'wabah', 'covid', 'lihat', 'amerika', 'pontang', 'panting', 'jadi', 'bulan', 'depan', 'patuh', 'kpd', 'anjur', 'perintah', 'harus', 'cari', 'nafkah', 'laku', 'hati', 'hati', 'pakai', 'masker', 'ambil', 'jarak', 'aman', 'tetap', 'waspada', 'uji', 'kita'];1
62;['wkwkwk', 'kira', 'ga', 'harap', 'lagi', 'harap', 'perintah', 'ko', 'ga', 'dukung', 'perintah', 'buat', 'ngambil', 'langkah', 'gimana', 'ya', 'udah', 'tonton', 'aja', 'video', 'biar', 'tau', 'dampak', 'lockdown', 'tuh', 'gimana', 'seluruh', 'bukan', 'satu', 'pihak'];1
63;['wkwkw', 'pikir', 'omnibus', 'law', 'bukan', 'suatu', 'urgensi', 'tengah', 'pandemic', 'ini', 'dampak', 'apa', 'yg', 'hasil', 'bla', 'bla', 'justru', 'masalah', 'lockdown', 'yg', 'terap', 'works', 'beberapa', 'negara', 'sungguh', 'sangat', 'pintar', 'aliansi', 'shinobi', 'yg', 'ga', 'ngerti', 'gimana', 'cara', 'ninjutsu', 'ini'];0
64;['who', 'sdh', 'jelasin', 'bukti', 'jauh', 'ini', 'virus', 'covid', 'tular', 'semua', 'area', 'masuk', 'daerah', 'dgn', 'cuaca', 'panas', 'lembab', 'sudah', 'ga', 'usah', 'lagi', 'lembaga', 'perintah', 'bikin', 'thread', 'mcm', 'stop', 'polemik', 'ga', 'jelas', 'bnpb', 'indonesia', 'kemenkesri', 'divhumas', 'polri', 'jokowi', 'setkabgoidpic', 'twitter', 'com', 'moib', 'r', 'jvo'];0
65;['well', 'klo', 'gw', 'gak', 'tuju', 'lockdown', 'just', 'isolate', 'urself', 'at', 'home', 'dampak', 'nya', 'terlalu', 'luas', 'kalo', 'lockdown', 'please', 'think', 'clear', 'about', 'it'];1
66;['welcome', 'to', 'indonesia', 'padahal', 'dulu', 'sering', 'sekali', 'pakai', 'peribahasa', 'sedia', 'payung', 'hujan', 'aku', 'heran', 'perintah', 'ga', 'terap', 'peribahasa', 'dalam', 'tanggulang', 'covid', 'welcometoindonesia'];0
67;['warga', 'twitter', 'sayang', 'sadar', 'banyak', 'kurang', 'perintah', 'dalam', 'atas', 'wabah', 'covid', 'ini', 'kalau', 'perintah', 'memang', 'serius', 'harus', 'indonesia', 'lockdown', 'lebih', 'dini', 'yang', 'luar', 'negeri', 'bisa', 'kunjung', 'indonesia', 'pic', 'twitter', 'com', 't', 'yeha', 'gbq'];0
68;['warga', 'twitter', 'simpati', 'dgn', 'banyak', 'karyawan', 'yg', 'phk', 'dampak', 'corona', 'kemarin', 'kemarin', 'minta', 'lockdown', 'bilang', 'buru', 'lockdown', 'jangan', 'korbanin', 'nyawa', 'masyarakat', 'sekarang', 'malah', 'nyalahin', 'presiden', 'gimana', 'si'];1
69;['warga', 'indonesia', 'bukan', 'stress', 'karna', 'mikirin', 'covid', 'mikirin', 'perintah', 'nya', 'yg', 'ga', 'tegas', 'ga', 'satu', 'suara'];0
70;['warga', 'indo', 'lckdwn', 'aj', 'bingung', 'warga', 'korea', 'perintah', 'ngasi', 'bijak', 'buat', 'lckdwn', 'aja', 'udh', 'sadar', 'diri', 'bener', 'kata', 'orang', 'pasien', 'suspect', 'covid', 'indonesia', 'terlalu', 'sombong', 'utk', 'hadap', 'virus', 'ini', 'saat', 'negara', 'menangggapi', 'serius', 'indo', 'malah', 'buat', 'becandaan'];0
71;['walaupun', 'sdh', 'bbrp', 'langkah', 'strategis', 'ambil', 'perintah', 'tp', 'tetep', 'blom', 'titik', 'terang', 'u', 'covid', 'indonesia', 'odp', 'pdp', 'bahkan', 'org', 'pinggir', 'jalan', 'banyak', 'yg', 'berita', 'tinggal', 'dlan', 'without', 'proper', 'care', 'bener', 'syedih', 'n', 'khawatir'];1
72;['wahai', 'masyarakat', 'indonesia', 'masih', 'nengabaikan', 'himbauan', 'perintah', 'ttg', 'covid', 'inget', 'aja', 'makna', 'cegah', 'lebih', 'baik', 'obat', 'sedia', 'payung', 'hujan'];1
73;['wahai', 'kalian', 'minta', 'lockdown', 'org', 'kecil', 'asa', 'betul', 'dampak', 'ekonomi', 'masalah', 'ini', 'faham', 'bahaya', 'sakit', 'meski', 'rumah', 'aja', 'beban', 'spp', 'sekolah', 'yg', 'bayar', 'meski', 'anak', 'drmh', 'aja', 'listrik', 'pokok', 'lai'];1
74;['wah', 'tdk', 'disngkah', 'politis', 'sprti', 'andi', 'arief', 'sngt', 'dungu', 'kau', 'bikin', 'malu', 'demokrat', 'aja', 'andi', 'arief', 'kau', 'tdk', 'paham', 'sama', 'sekali', 'dampak', 'buruk', 'yg', 'sngt', 'besar', 'yg', 'timbul', 'perintah', 'terap', 'lockdown', 'kmu', 'benar', 'politis', 'yg', 'sngt', 'dungu'];1
75;['wah', 'malah', 'nambah', 'masalah', 'ini', 'bukan', 'saat', 'nyinyir', 'bukankah', 'perintah', 'menghimbau', 'rakyat', 'indonesia', 'satu', 'bergotongroyong', 'lawan', 'pandemik', 'covid'];1
76;['waduh', 'sampeyan', 'paham', 'dampak', 'lockdown', 'ekonomi', 'rumahtangga', 'semua', 'orang', 'rumah', 'buruh', 'hari', 'golek', 'duit', 'mana', 'minggu', 'lockdown', 'direct', 'hit', 'dapat', 'mereka', 'twitter', 'com', 'caknawa', 'status'];1
77;['waduh', 'waduh', 'abai', 'semua', 'himbauan', 'perintah', 'pusat', 'libur', 'sekolah', 'asn', 'tuju', 'lambat', 'kembang', 'covid', 'pak', 'soal', 'blm', 'vaksin', 'kalo', 'tiba', 'tiba', 'langsung', 'banyak', 'yg', 'papar', 'kan', 'jadi', 'bingung', 'ngobatinnya'];1
78;['wabah', 'virus', 'corona', 'akan', 'pernah', 'akhir', 'perintah', 'larang', 'warga', 'china', 'tetap', 'masuk', 'indonesia', 'mau', 'kapan', 'sholat', 'rumah', 'ajal', 'manusia', 'pasti', 'mau', 'sholat', 'rumah', 'atau', 'sholat', 'jamaah', 'mesjid', 'takut', 'allah', 'bukan', 'covid'];0
79;['wabah', 'bisa', 'dicontain', 'seluruh', 'perintah', 'punya', 'strategi', 'sama', 'persis', 'home', 'lockdown', 'minggu', 'tidak', 'bs', 'mitigasi', 'dampak'];0
80;['wabah', 'covid', 'akan', 'sugesti', 'pikir', 'warga', 'indonesia', 'apa', 'yg', 'takut', 'beneran', 'jadi', 'saya', 'perintah', 'media', 'terlalu', 'over', 'memberitahukan', 'rakyat', 'dampak', 'virus', 'corona', 'akan', 'takut', 'nakuti', 'mereka'];0
81;['wabah', 'covid', 'rajalela', 'cepat', 'indonesia', 'akibat', 'pongah', 'perintah', 'pusat', 'dar', 'awal', 'perintah', 'pusat', 'anggap', 'enteng', 'menteri', 'ngomongnya', 'asbun', 'salah', 'anies', 'juga'];0
82;['wabah', 'covid', 'landa', 'indonesia', 'jadi', 'tetap', 'tinggal', 'rumah', 'sesuai', 'anjur', 'perintah', 'jangan', 'lupa', 'terap', 'perilaku', 'hidup', 'bersih', 'sehat', 'phbs', 'ya', 'salah', 'satu', 'cara', 'jaga', 'sehat', 'sobat', 'ternak', 'www', 'instagram', 'com', 'p', 'b', 'jhmhmjn', 't', 'igshid', 'w', 'eoigyojexn'];1
83;['wabah', 'covid', 'banyak', 'dampak', 'semua', 'termasik', 'karyawan', 'yg', 'kena', 'phk', 'tempat', 'kerja', 'aku', 'tanya', 'bagaimana', 'sih', 'atas', 'phk', 'pandemi', 'corona', 'kita', 'tetap', 'dapat', 'pasu', 'dapat', 'covid', 'covid', 'psbb', 'karantina', 'lockdown', 'indonesia'];0
84;['wabah', 'covid', 'bahaya', 'garagara', 'sangat', 'mudah', 'tular', 'telah', 'hilang', 'ribu', 'nyawa', 'indonesia', 'santai', 'perintah', 'enjoy', 'tutup', 'nya', 'masyarakat', 'santuy', 'libur', 'mungkin', 'bukan', 'yg', 'salah', 'kalo', 'semua', 'org', 'nya', 'sehat', 'dampak', 'covid'];0
