;teks;label
52;['sangat', 'guna', 'dari', 'thn', 'kemarin', 'pakai', 'app', 'ini', 'beberapa', 'x', 'ganti', 'hape'];1
53;['aplikasi', 'sgt', 'bantu', 'klo', 'ada', 'beli', 'token', 'pln', 'buat', 'update', 'slnjtny'];1
54;['love', 'u', 'bca', 'mobile', 'sangat', 'stabil', 'gk', 'susah', 'pas', 'susah', 'haru', 'provider', 'bank', 'tiru', 'bca', 'mobile', 'trkadang', 'kita', 'ada', 'beda', 'kalau', 'senang', 'provider', 'sila', 'saya', 'mah', 'ttp', 'bca', 'mobile', 'makin', 'apik'];1
55;['aplikasi', 'sangat', 'manfaat', 'elegan', 'lancar', 'aktifitas', 'perban'];1
56;['good', 'to', 'great', 'aplikasi', 'yg', 'sangat', 'agus', 'aksi', 'apik', 'bantu'];1
57;['sangat', 'guna', 'yg', 'pake', 'andro', 'sim', 'biar', 'gak', 'error', 'sms', 'set', 'otomatis', 'pakai', 'sim', 'daftar'];1
58;['soo', 'far', 'lancar'];1
59;['lancar', 'jaya', 'galak', 'garang', 'rancak', 'lbh', 'enak', 'buat', 'transaksi', 'drpd', 'sms', 'banking'];1
60;['applikasi', 'bca', 'mobie', 'sangat', 'bantu', 'gampang', 'utk', 'aplikasi', 'stabil', 'kuat'];1
61;['mbca', 'sangat', 'bantu'];1
62;['hebat', 'luar', 'biasa'];1
63;['aplikasi', 'yg', 'sangat', 'bantu', 'sy', 'dlm', 'transaksi'];1
64;['ok', 'lama', 'signal', 'kuat', 'transaksi', 'lancar'];1
65;['rasa', 'gampang', 'dgn', 'aplikasi'];1
66;['klikbca', 'buat', 'transaksi', 'makin', 'simpel'];1
67;['stabil', 'udah', 'install', 'di', 'lolipop'];1
68;['akhir', 'nya', 'bisa', 'lgi', 'apps', 'nya', 'makasih', 'atas', 'partisipasi', 'nya', 'good', 'job'];1
69;['akhir', 'jadi', 'makasih', 'bca', 'aplikasi', 'udah', 'guna', 'skrg', 'udah', 'di', 'download', 'sepertia', 'biasa', 'stlh', 'isi', 'digit', 'no', 'atm'];1
70;['gampang', 'banget', 'pake', 'apikasi'];1
71;['nice', 'app', 'aplikasi', 'yg', 'kuat', 'kukuh', 'stabil', 'serba', 'buat', 'urus', 'jual', 'beli', 'sangat', 'efisien', 'simple', 'sederhana', 'kalau', 'kadang', 'lola', 'stuck', 'dll', 'sebab', 'jaring', 'harap', 'maklum', 'hsdpa', 'lte', 'g', 'indonesia', 'sama', 'dengab', 'g', 's', 'pore'];1
72;['nice', 'sangat', 'guna', 'aplikasi'];1
73;['it', 'works', 'ga', 'pernah', 'masalah', 'sejak', 'aktifin', 'online', 'mobile', 'banking', 'sejak', 'tahun', 'lalu'];1
74;['cool', 'stelah', 'buka', 'baru', 'minta', 'fasilitas', 'm', 'bca', 'sm', 'csnya', 'aku', 'langsung', 'pake', 'app', 'uk', 'bayar', 'transfer', 'bravo', 'bca'];1
75;['apik', 'ndak', 'pernah', 'eror', 'pake', 'apk'];1
76;['suuuukkkaaaaakk', 'gak', 'perlu', 'buang', 'pulsa', 'lg', 'lancar', 'xiaomi', 'redme', 's', 'transfer', 'lancar', 'proses', 'cepat'];1
77;['good', 'sangat', 'bantu', 'n', 'sangat', 'beda', 'aplikasi', 'mobile', 'banking', 'lain'];1
78;['guna', 'sangat', 'guna', 'tuk', 'butuh', 'perban', 'hari'];1
79;['nice', 'sangat', 'bantu'];1
80;['good', 'app', 'sangat', 'bantu', 'gak', 'error', 'smpe', 'skr', 'msh', 'berjalanapikapp', 'nya'];1
81;['sangat', 'tolong', 'efisien'];1
82;['loved', 'it', 'apik', 'gampang', 'akurat', 'awas', 'eksak', 'transaksi', 'sangat'];1
83;['successfully', 'installed', 'tahun', 'lebih', 'pake', 'app', 'ga', 'masalah', 'pernah', 'upgrade', 'trus', 'suruh', 'confirm', 'kode', 'akses', 'lancar', 'jaya', 'trus', 'baru', 'download', 'lg', 'gara', 'hp', 'habis', 'hard', 'reset', 'proses', 'install', 'verifikasi', 'lancar', 'jaya', 'gak', 'error', 'sama', 'sekali', 'mungkin', 'pasti', 'nomor', 'yg', 'pakai', 'skrg', 'dulu', 'pernah', 'daftar', 'teller', 'bca', 'utk', 'aplikasi', 'm', 'banking', 'so', 'if', 'you', 'got', 'the', 'notif', 'sms', 'sent', 'the', 'app', 'will', 'automatically', 'identify', 'your', 'number', 'which', 'has', 'been', 'registered', 'and', 'will', 'work', 'for', 'you', 'smoothly', 'thanks', 'bca'];1
84;['jauh', 'masih', 'lancar', 'lanja', 'aja'];1
85;['aplikasi', 'sangat', 'gampang', 'guna', 'sangat', 'bantu', 'terima', 'kasih', 'great', 'job'];1
86;['sangat', 'bantu', 'dgn', 'ada', 'aplikasi', 'ini', 'ga', 'pernah', 'masalah', 'kalau', 'ganti', 'handset', 'kartu', 'trnyata', 'direinstall'];1
87;['apik', 'banget', 'nice', 'application', 'gampang', 'cek', 'saldo', 'transfer', 'thanks', 'bca'];1
88;['agus', 'banget', 'work', 'nicely'];1
89;['enak', 'banget', 'simple', 'makenya', 'gampang', 'pengaturanyaa'];1
90;['apik', 'jual', 'jadi', 'lancaarr', 'jaya'];1
91;['semua', 'lancar', 'benar', 'ampuh', 'bagi', 'mutasi', 'rekening', 'selalu', 'unfortunately', 'bca', 'mobile', 'has', 'stopped'];1
92;['elegan'];1
93;['apik', 'moga', 'aman', 'jamin', 'trus'];1
94;['tidak', 'masalah', 'bisa', 'install', 'di', 'guna', 'dgnapik', 'terimakasih', 'bca'];1
95;['good', 'gak', 'masalah', 'pakai', 'bca', 'mobile', 'utk', 'sms', 'banking', 'aktivasi', 'dulu', 'cabang'];1
96;['excellent', 'app', 'guna', 'aplikasi', 'samsung', 'galaxy', 'ace', 'mulai', 'awal', 'instal', 'gak', 'masalah', 'transfer', 'beli', 'pulsa', 'gak', 'masalah', 'transfer', 'tinggi', 'guna', 'aplikasi', 'jumlah', 'juta', 'lancar', 'aja', 'bener', 'bantu', 'dg', 'aplikasi', 'ini', 'tambah', 'harap', 'daftar', 'nomor', 'hp', 'di', 'kantor', 'bca', 'lebih', 'dahulu', 'jangan', 'di', 'atm', 'klau', 'sidaftarkan', 'jangan', 'harap', 'hasil', 'thanks', 'bca'];1
97;['ga', 'masalah', 'yg', 'baru', 'update', 'respon', 'error', 'coba', 'rate', 'aplikasi', 'lalu', 'reinstall', 'buat', 'yg', 'dual', 'simcard', 'smartfren', 'setting', 'sms', 'yg', 'gsm', 'work', 'it'];1
98;['helpfull', 'apps', 'sangat', 'dah', 'bantu', 'sekali'];1
99;['powerfull', 'aje', 'kapan', 'aje', 'asal', 'jaring', 'internet', 'dapet', 'semua', 'beres'];1
100;['bca', 'ngak', 'becus', 'update', 'versi', 'baru', 'masuk', 'no', 'atm', 'selalu', 'error', 'klo', 'lihat', 'reviewnya', 'bug', 'sudah', 'lama', 'masa', 'bank', 'kelas', 'bca', 'ngak', 'becus', 'ngebenerin', 'bug', 'begini', 'doank'];0
101;['woy', 'kalo', 'siap', 'bikin', 'aplikasi', 'kayak', 'gin', 'gausah', 'maksa', 'bikin', 'banyak', 'trouble', 'nya', 'jadi', 'useless'];0
102;['payah', 'kl', 'update', 'knp', 'gak', 'lgsg', 'dr', 'google', 'play', 'sih', 'uninstalled'];0
103;['eror', 'ga', 'dipake', 'kok', 'malah', 'abis', 'upgrade', 'versi', 'baru', 'jadi', 'eror', 'udah', 'masukin', 'no', 'atm', 'kali', 'kali', 'failed', 'trs', 'please', 'fixed', 'it', 'sooon', 'saya', 'butuh', 'bgt', 'aplikasi', 'ini'];0
104;['napa', 'sih', 'verifikasi', 'gagal', 'trus', 'gr', 'update', 'an', 'baru'];0
105;['parse', 'error', 'awal', 'pakai', 'app', 'ini', 'stelah', 'upgrade', 'android', 'lollipop', 'aplikasi', 'gak', 'pakai', 'lagi', 'please', 'fix', 'the', 'app'];0
106;['kurang', 'bagus'];0
107;['kadang', 'suka', 'error', 'sering', 'bikin', 'ilfill'];0
108;['eror', 'mohon', 'coba', 'lg', 'lain', 'waktu', 'udh', 'coba', 'sekiaannnn', 'tetep', 'sicantik', 'yg', 'keluar', 'lelah'];0
109;['error', 'parah'];0
110;['buka', 'mutasi', 'rekening', 'apps', 'stopped', 'terus', 'gimana', 'nih', 'update', 'kok', 'tambah', 'jelek', 'gin', 'kualitas'];0
111;['kecewa', 'gagal', 'mulu', 'nih', 'kalo', 'habis', 'install', 'd', 'ps', 'jng', 'd', 'suruh', 'download', 'lg', 'boro', 'mau', 'download', 'gagal', 'trs'];0
112;['kok', 'skrg', 'tdk', 'utk', 'cek', 'mutasi', 'rek', 'fitur', 'baru', 'utk', 'beli', 'token', 'pln', 'blm', 'bisa'];0
113;['like', 'sy', 'tak', 'log', 'in'];0
114;['iya', 'aplikasi', 'cekal', 'terus', 'oalah', 'susah', 'sekali'];0
115;['susah', 'y', 'msknye'];0
116;['update', 'update', 'buat', 'versi', 'lolipop', 'n', 'kitkat'];0
117;['update', 'malah', 'error', 'sih'];0
118;['gak', 'di', 'buka'];0
119;['error', 'lot', 'lah', 'ga', 'bisa', 'jadi', 'males', 'pake', 'bca'];0
120;['galaxy', 'grand', 'duos', 'habis', 'update', 'malah', 'ga', 'guna'];0
121;['payah', 'error', 'mulu', 'indikator', 'merah', 'terus', 'pas', 'mau', 'masukin', 'nomer', 'atm', 'apps', 'begini', 'doang', 'masa', 'ga', 'di', 'repair', 'sih', 'payah'];0
122;['p', 'a', 'developerapp', 'nya', 'kayak', 'batu', 'banyak', 'yg', 'komplen', 'dibenerin', 'enggak', 'ditanggepin', 'kagak', 'kalo', 'emang', 'ga', 'mau', 'ribet', 'ato', 'ga', 'becus', 'ga', 'usah', 'sok', 'bikin', 'app', 'kyk', 'bgini', 'dah'];0
123;['bad', 'app', 'minta', 'upgrade', 'version', 'yg', 'baru', 'kok', 'malah', 'g', 'bisa'];0
124;['tiap', 'buka', 'aplikasi', 'selalu', 'minta', 'update', 'gak', 'dicancel', 'loading', 'update', 'beres', 'parsing', 'error', 'melulu'];0
125;['update', 'manual', 'sangat', 'gagu', 'terus', 'dapat', 'notifikasi', 'update', 'manual', 'aplikasi', 'bukan', 'dr', 'playstore', 'selalu', 'gagal', 'terdownload', 'saya', 'tdk', 'guna', 'aplikasi', 'harus', 'manual', 'tdk', 'lalu', 'playstore', 'padahal', 'google', 'sedia', 'layan', 'nya'];0
126;['error', 'baru', 'update', 'malah', 'error'];0
127;['now', 'error', 'while', 'parsing', 'file', 'update', 'kok', 'pas', 'mau', 'update', 'versi', 'baru', 'slalu', 'error', 'ya', 'versi', 'lama', 'gk', 'masalah', 'tuh', 'tpi', 'kok', 'playstore', 'gk', 'da', 'notif', 'nya', 'please', 'fix', 'it', 'i', 'use', 'this', 'app', 'almost', 'days', 'thx'];0
128;['eror', 'terus', 'masa', 'mau', 'cek', 'mutasi', 'rekening', 'error', 'terus', 'baik', 'dong', 'makasih'];0
129;['gagal', 'transfer', 'daftar', 'rekening', 'transfer', 'selalu', 'gagal', 'tp', 'tetap', 'potong', 'sms'];0
130;['bca', 'mobile', 'banking', 'mau', 'masuk', 'aja', 'susah', 'minta', 'ampuuunnnn'];0
131;['error', 'ga', 'didownload', 'krn', 'salah', 'mksudnya', 'ap'];0
132;['gak', 'hasil', 'masang', 'nya', 'gimana', 'jdi', 'nya', 'tolong', 'bantu', 'dong'];0
133;['bca', 'ga', 'bisa', 'yah', 'android', 'kit', 'kat'];0
134;['eror', 'zenfone', 'selalu', 'eror', 'registrasi', 'di', 'aplikasi', 'ini', 'payaaahhhh'];0
135;['mutasi', 'profesional', 'buat', 'updatenya', 'mutasi', 'ga', 'fungsi', 'ga', 'liat', 'banyak', 'percuma', 'pake', 'tanggal', 'muncul', 'nya', 'gitu'];0
136;['errror', 'terus', 'bilang', 'koneksi', 'internet', 'putus', 'ulang', 'x', 'gak', 'bs'];0
137;['problem', 'parsing', 'the', 'package', 'minta', 'update', 'bca', 'mobile', 'telah', 'mau', 'diinstall', 'selalu', 'keluar', 'error', 'padahal', 'coba', 'kali', 'kali'];0
138;['error', 'selalu', 'keluar', 'unable', 'to', 'authenticate', 'your', 'identity'];0
139;['kok', 'gak', 'di', 'unduh', 'bca', 'mobil', 'nya'];0
140;['huuft', 'kitkat', 'gak', 'bisa', 'jelek', 'ah'];0
141;['registrasi', 'gagal', 'terus', 'emang', 'ga', 'support', 'kitkat', 'ya'];0
142;['hmmm', 'dihp', 'gaa', 'nii', 'haduuh'];0
143;['katro', 'baru', 'hrs', 'k', 'bank', 'payah'];0
144;['tiap', 'masuk', 'suruh', 'update', 'apkikasi', 'udh', 'donlot', 'tetep', 'ga', 'bisa', 'ga', 'jalan', 'suruh', 'update', 'mulu'];0
145;['update', 'sejak', 'update', 'yg', 'baru', 'mutasi', 'rekening', 'ga', 'buka', 'langsung', 'forced', 'close', 'baik', 'lebih', 'stabil', 'versi', 'yg', 'lama', 'trims'];0
146;['error', 'app', 'nya', 'mnta', 'd', 'upgrade', 'abis', 'upgrade', 'malah', 'ga', 'dipake', 'transaksi', 'knapa', 'sih', 'ribet', 'bca'];0
147;['updatean', 'baru', 'sm', 'sekali', 'g', 'dipake', 'signal', 'merah', 'terus', 'ud', 'hr', 'g', 'bs', 'pakai'];0
148;['error', 'apa', 'sih', 'ini', 'kok', 'error', 'terus', 'awal', 'gk', 'gin', 'tolong', 'diperbaikin'];0
149;['ga', 'bs', 'lihat', 'mutasi', 'rekening', 'update', 'akhir', 'malah', 'gabisa', 'liat', 'mutasi', 'rekening', 'unfortunately', 'bca', 'mobile', 'has', 'stoped', 'trus', 'balik', 'halaman', 'login', 'please', 'fix', 'it'];0
150;['ga', 'bs', 'aktivasi', 'dulu', 'smpet', 'pake', 'tp', 'stlh', 'ganti', 'hp', 'n', 'mau', 'aktivasi', 'lg', 'ga', 'bs', 'knp', 'y'];0
151;['selalu', 'gagal', 'otentikasi', 'pulsa', 'sedot', 'habis', 'kali', 'install', 'ulang', 'udah', 'lapor', 'ttp', 'aja', 'suruh', 'install', 'ulang', 'mohon', 'baik'];0
152;['ga', 'aktivasi', 'guna', 'andromax', 'c', 'kata', 'aktivasi', 'daftar', 'sms', 'banking', 'sudah', 'laku', 'tp', 'tetap', 'ga', 'aktivasi', 'proses', 'otentikasi', 'lama', 'ujung', 'mohon', 'cerah'];0
153;['gak', 'transfer'];0
154;['ga', 'aktivasi', 'padahal', 'sdh', 'coba', 'kali'];0
155;['bisa', 'aktivasi', 'kecewa', 'karenanegatif', 'aktivasi', 'loading', 'begitu', 'lama'];0
156;['ga', 'di', 'kitkat', 'zen', 'aktivasi', 'nya', 'lot', 'gw', 'uninstall'];0
157;['aplikasi', 'parah', 'belum', 'siap', 'dowload', 'ny', 'sangat', 'susah', 'gimna', 'ni', 'bagi', 'it', 'ny', 'bukan', 'malah', 'mudah', 'tp', 'buat', 'tmbah', 'sulit', 'payah'];0
158;['payah', 'msh', 'ga', 'bs', 'aktivitas'];0
159;['buruk', 'ndak', 'laku', 'proses', 'aktivasi'];0
160;['gak', 'transfer', 'tiap', 'mau', 'transfer', 'bacaanya', 'selalu', 'transaksi', 'tolak', 'sudah', 'lewat', 'batas', 'limit', 'transaksi', 'hari', 'padahal', 'hari', 'blm', 'transaksi', 'apa', 'tp', 'kalo', 'transaksi', 'lewat', 'atm', 'bisa', 'responnya', 'thanks'];0
161;['ga', 'beli', 'pulsa', 'pertama', 'pilih', 'sedia', 'layan', 'masukin', 'nomor', 'so', 'far', 'so', 'good', 'pas', 'masukin', 'nominal', 'pulsa', 'stelah', 'pilih', 'sedia', 'layan', 'ilang', 'lagi', 'terus', 'aja', 'begitu', 'klo', 'pilih', 'sedia', 'layan', 'dlu', 'nominalnha', 'ilang', 'haduhh'];0
162;['bisa', 'aktifasi'];0
163;['kok', 'gak', 'aktivasi', 'loading', 'terus', 'apakahnegatif', 'dpke', 'klo', 'os', 'nya', 'jellybean'];0
164;['susah', 'aktivasinya'];0
165;['gak', 'aktivasi', 'pihak', 'bca', 'mohon', 'di', 'baik', 'atas', 'masalah', 'ini', 'terimakasih'];0
166;['payah', 'mau', 'transaksi', 'beli', 'pulsa', 'isi', 'nama', 'provider', 'pindah', 'kolom', 'nomer', 'hp', 'suruh', 'ngisi', 'nama', 'provider', 'kalo', 'nomimal', 'udah', 'isi', 'ganti', 'nama', 'provider', 'kosong', 'lagi', 'habis', 'ganti', 'nomer', 'buat', 'sambung', 'data', 'gak', 'bisa', 'minta', 'sim', 'card', 'yg', 'pakai', 'buat', 'donlot', 'eh', 'lanjur', 'dibersihin', 'data', 'cache', 'malah', 'gak', 'otentikasi', 'hadewh', 'piye', 'iki'];0
167;['aktivasi', 'gagal', 'aktivasi', 'sangat', 'lama', 'loadingnya', 'akhir', 'gagal', 'blom', 'guna', 'sampe', 'sekarang'];0
168;['buruk', 'hsdpa', 'jalan', 'lte', 'lancar', 'koq', 'proses', 'apa', 'selalu', 'bilang', 'periksa', 'jaring', 'tolong', 'baik'];0
169;['error', 'melulu', 'nih', 'padahal', 'dah', 'lapor', 'bca', 'payah'];0
170;['kecewa', 'sistem', 'indikator', 'hijau', 'sangat', 'kecewa', 'sekali', 'banding', 'versi', 'belum', 'bisa', 'operasi', 'ada', 'sinyal', 'kurang', 'stabil'];0
171;['gagal', 'log', 'in', 'sering', 'gagal', 'log', 'in'];0
172;['error', 'transaksi', 'gagal', 'app', 'mandiri', 'd', 'android', 'slu', 'error', 'uninstal', 'and', 'instal', 'lg', 'bru', 'beroperasiapik', 'lg', 'tdk', 'sprti', 'app', 'mandiri', 'd', 'bb', 'cape', 'slu', 'install', 'ulg', 'terus'];0
173;['gak', 'log', 'in', 'baru', 'download', 'gak', 'login', 'aplikasi', 'ini', 'baik'];0
174;['ga', 'transfer', 'transfer', 'da', 'tulis', 'lebih', 'transaksi', 'hari'];0
175;['aktivasi', 'gagal', 'terus', 'aktivasi', 'selalu', 'gagal', 'mohon', 'baik'];0
176;['ga', 'fungsi', 'skrg', 'koq', 'malah', 'gak', 'di', 'pakai', 'lagi'];0
177;['gak', 'transfer', 'tiap', 'kali', 'coba', 'transfer', 'selalu', 'gak', 'muncul', 'notifikasi', 'jumlah', 'akan', 'transfer', 'lebih', 'limit', 'transaksi', 'hari', 'padahal', 'satu', 'hari', 'cuma', 'transfer', 'rp', 'gimana', 'nih', 'benerin', 'dong'];0
178;['grrrr', 'gak', 'aktivasi'];0
179;['tiba', 'tiba', 'error', 'transfer', 'apa', 'sudah', 'minggu', 'gk', 'bs', 'tranfer', 'lewat', 'aplikasi', 'ini', 'kirain', 'jaring', 'error', 'teman', 'bisa'];0
180;['bad', 'app', 'gak', 'aktivasi', 'error', 'terus', 'heran', 'kualitas', 'app', 'dr', 'bank', 'besar', 'indo', 'ini', 'malu'];0
181;['ga', 'beres', 'aplikasi', 'ga', 'beres', 'telah', 'login', 'pastinegatif', 'pakai', 'selalu', 'bilang', 'tunggu', 'indikator', 'jadi', 'hijau', 'tapi', 'indikator', 'ga', 'pernah', 'hijau', 'malah', 'jadi', 'offline', 'harap', 'baik', 'klu', 'mau', 'maju'];0
182;['ga', 'bs', 'kbuka', 'lenny', 's', 'not', 'responding'];0
183;['saya', 'kok', 'gak', 'otentikasi', 'yaa', 'baru', 'download'];0
184;['buruk', 'android', 'diisntal', 'ulang', 'aplikasi', 'tidak', 'bs', 'guna', 'otentifikasi', 'selalu', 'gagal', 'techinal', 'mandiri', 'angkat', 'tangan', 'kena', 'masalah', 'ini'];0
185;['ga', 'bayar', 'listrik', 'selalu', 'transaksi', 'masalah'];0
186;['gak', 'app', 'nya', 'pake', 'mau', 'log', 'in', 'aja', 'error', 'mulu'];0
187;['aktivasi', 'selalu', 'gagal', 'di', 'baik'];0
188;['negatif', 'login', 'ya', 'kok', 'tiap', 'mau', 'login', 'aplikasi', 'force', 'close', 'baik', 'belum', 'tidak', 'masalah', 'terima', 'kasih'];0
189;['susah', 'beberapa', 'kalai', 'install', 'and', 'uninstall', 'saat', 'aktivasi', 'beberapa', 'kendala', 'loading', 'nya', 'lama', 'telah', 'loading', 'masuk', 'nya', 'susah', 'banget', 'please', 'mandiri', 'tbk', 'kasih', 'solusi', 'dong'];0
190;['sampah', 'otentikasi', 'gagal', 'melulu', 'abisin', 'pulsa', 'aja'];0
191;['gak', 'transaksi', 'selalu', 'keluar', 'notifikasi', 'otentifikasi', 'gagal', 'sila', 'cek', 'perangkat', 'nomor', 'yg', 'guna', 'jd', 'install', 'ulang', 'tiap', 'abis', 'matiin', 'hp'];0
192;['kecewa', 'payah', 'nh', 'error', 'mlulu', 'mandiri', 'mobile', 'ny', 'nasabah', 'kecewa', 'lahhhhh', 'huhhhhh', 'payahhhhh'];0
193;['negatif', 'otentikasi', 'diudate', 'jalan', 'denganapik', 'diupdate', 'pernah', 'otentikasi'];0
194;['negatif', 'transfer', 'smartphone', 'asus', 'zenfone', 's', 'aplikasi', 'transfernegatif', 'jalan', 'laku', 'update'];0
195;['gak', 'di', 'kitkat', 'tlng', 'update', 'cepat'];0
196;['gak', 'registrasi', 'lewat', 'sms'];0
197;['otentikasi', 'gagal', 'gagal', 'aktivasi', 'mentok', 'proses', 'otentikasi'];0
198;['kdng', 'nyebelinsering', 'eror'];0
199;['desain', 'jijik', 'sangat', 'sayang', 'bank', 'keren', 'kelas', 'bca', 'aplikasi', 'mobile', 'nya', 'tampil', 'desain', 'sangat', 'tarik', 'apa', 'bank', 'tidak', 'mampu', 'sewa', 'developer', 'desainer', 'buat', 'aplikasi', 'mereka'];0
