teks;;;label
 tumbang di kota Semarang;;;0
Kuotaku masih banyak internetan aja gak bisa  Care  ;;;0
Selalu Lemot ;;;0
RT : Buat  setelah kuota habis saya mau ganti provider  ;;;0
 memang jancok! sinyal payah;;;0
saya paling tidak pernah pakai  ;;;0
RT : Belum ada permintaan maaf dan pernyataan apapun?  Lanjut boikot  #Boikot ;;;0
 masa kuota malam saya sudah habis duluan? Logikanya dimana? ;;;0
RT :  ini  di sini jaringan G nya penuh cuma ga mau konek ke internet...;;;0
Fungsinya data lokal G sama Flash apa? Toh mau G atau G yang terpakai duluan data lokalnya. mahal lagi. ;;;0
Wajar saja  dihack harga mahal banget dan koneksi lambat lagi mahal  ;;;0
Selalu saja ada masalah #Indonesia  #konsumen ;;;0
 KENAPA. sinyal hilang mulu;;;0
Data yang sama sekali tidak ada manfaatnya.    …;;;0
 goblok banget sih sekarang  #jadimurahan ;;;0
Padahal udah settingan G tapi kenapa kuota G tidak bisa dipakai malah menguras pulsa yaa? #Tanya ;;;0
Sudah mahal sinyalnya jelek lagi...  bangsat anjing...;;;0
Jeleknya jaringan internet. ;;;0
Cuma di area Pandeglang kota.. jaringan  buruk jelek. Kejadian ini sudah berlangsung sebulan lamanya. Care payah  harus dihack;;;0
benar kacau. Baru isi kuota datanya langsung habis.  ;;;0
Saya tidak akan pernah pakai produk !!! boikot  #Boikot;;;0
Ayo yang masih pakai kartu  Segera buang ke Got ya;;;0
#Boikot..saatnya hijrah ke ..selamat tinggal ..;;;0
Sudah tarifnya paling mahal ditambah jaringan yang semakin hari semakin susah!  mengesalkan banget ;;;0
 Pulsanya masih ada TM masih banyak mau nelpon ke sesama simpati katanya pulsa gak cukup kampret ini  ;;;0
Tadinya berharap paling bagus untuk kerja onlineTernyata internetnya tidak seSimpati namanya  ;;;0
Jaringan internet  di sumba timur parah....;;;0
Kualitas jaringan  sangat menurun di wilayah Sukabumi.;;;0
Ternyata tidak cuma saya yang mengeluh karena sinyal atau pelayanan  dalam jaringan internet masih kurang;;;0
Sudah tengah malam jaringan kok masih super lelet  gak berkualitas;;;0
Sinyal  yang sangat menyedihkan;;;0
 makin bangsat kalau dibiarin;;;0
 memang bangsat gemas duh;;;0
Signal  Mentari makin lama makin memprihatinkan. Saatnya memikirkan untuk ganti kartu. Kecewa ;;;0
 apakah  lagi gangguan di daerah kramat jati? Sumpah sudah lelet banget padahal sudah g ;;;0
 kenapa  super lelet? g tp kecepatan   kb/s. gangguan atau gimana sih? ;;;0
tai ;;;0
Ya allah. Kalau hujan sinyal  kaya lagunya Kotak Pelan Pelan Saja;;;0
bikin kelar  ;;;0
 Hooq sangat tidak bermanfaat. Beli kuota bisa menonton di youtube gak perlu Hooq #rugi #kuota  ;;;0
  Di daerahku udah  hari  trouble mulu;;;0
sisa  hari kuota   tapi sudah dibilang habis gimana ini!;;;0
Jaringan simpati anjir banget akhir ini. ;;;0
Dan terjadi lagi  tai;;;0
jaringan  flash untuk daerah aceh singkil kok gak stabil ;;;0
 tarif mahal dengan sinyal parah.;;;0
Jadi sudah seminggu ini saya digangguin sama bunyi SMS dari . Ada promo katanya.…  ;;;0
Oh jariangan kenapa ;;;0
Tiap jam  malam ke atas hancur koneksinya ;;;0
Sedih saya kalau beli paket internet ;;;0
 setelah dihack malah tambah mahal;;;0
Jaringan lelet ;;;0
 lagi gangguan ya??;;;0
 hancur jaringannya;;;0
Setiap isi pulsa belum dipakai pasti hilang mohon pejelasannya buat ;;;0
 memang bikin sebal ;;;0
G LTE  sedang bermasalah;;;0
 luar biasa parah  hari cuma buang kuota... payah   ;;;0
Sinyal  amsyong d stadion gajayana;;;0
 #BOIKOT_ Gunakan Produk Bangsa Sendiri ;;;1
Saktinya balik lagi alhamdulillah :v ;;;1
  aku pakai  paket nya udah off tapi gantinya ada paket yg bisa gratisan youtube senang banget ;;;1
  kangen nih dapat kiriman pos marchandes nya  langsung dari pak pos nya ;;;1
Jadi stabil disini.  ;;;1
#CUG  #Community Sangat Cocok Buat Komunikasi Antar :. - Keluarga. - Rekan Bisnis / Kerja. - Sekolah / Kampus. - Hubungan Jarak.;;;1
Hore Akhirnya ada sinyal G  di Sambu;;;1
Alhamdulilah dikunjungi para vendor mitra  ke #klinikKUMSda… ;;;1
 berbagi tanpa kuota  berbagai kapan saja  bagi berkah ;;;1
 bagi berkah video ngabuburit dengan anak video sahur bersama keluarga video pakai baju koko baru ;;;1
Saya pakai  meski  lebih greget dalam hal network and speed setidaknya  lebih irit buat anak kere seperti saya.;;;1
#Boikot  harusnya #boikot kartu mahal!. lebih bagus juga ;;;1
  Berbagi berkah;;;1
Alhamdulillah masih #setia dengan .. jangan menari di tabuhan gendang orang lain.. selamat isya dan tarawih... ;;;1
Rejeki pejet.. semoga ke depan dapat samsung J..# Medan Indonesia ;;;1
Asik juga kencang begini ?  ;;;1
 terimakasih  akhirnya menang pointastic deal dari  #PointasticDeal  ;;;1
mantap ini. #g #LTE  ;;;1
Saya dulu memimpikan pakai .  Tapi sekarang gak mimpi lagi.  Setia saja sama  walau mahal sedikit. Ikutan #Boikot;;;1
jauh sebelum ada aksi #Boikot saya tidak pakai  lagi  sebab  masih lebih bagus maaf bukan iklan tapi kenyataan;;;1
 yang terbaik ini peserta nya… ;;;1
RT : Teman sehari hari. #  # #telecommunications… ;;;1
Saya bisa ke Sydney karena program  & itu GRATIS! ada  Mahasiswa. Belajar dn liburan kalian para hacker intropeksi sana;;;1
Selalu pakai  belum pernah pakai  dan merasakan lemot Meski mahal tapi dibarengi dengan kualitas;;;1
CS   emang paling fast response sama keluhan konsumen. Beda dengan operator sebelah! #opinipenjualpulsa;;;1
Ini prinsip soalnya  lebih murah dari  masalah sinyal disini Alhamdulillah kencang karena di kota besar kok;;;1
Terbaik Buat  ;;;1
Kembali ke paketan  ;;;1
 Mantap di Sumedang  ;;;1
lebih baik  ;;;1
Yang gratisan memang menyenangkan  #kuotagratis  ;;;1
Pindah provider saja kali ya buat internetan #kuning lemot... Dengar dari teman si #biru lebih bagus  ;;;1
  yg semakin kekinian bikin keki.;;;1
kecepatan internet di ciwidey segini...  mantap  #glte   …;;;1
Nonton gratis dibayarin  poin   poin ;;;1
Belum lama pakai  alhamdulillah selalu bermanfaat sinyalnya. #gsm #handphone  #Simpati;;;1
Terimakasih   ;;;1
Makin mantap saja si . Sekali SMS tarifnya . ;;;1
alhamdulillah sudah beres pakai   daripada nunggu konfirmasi  yg gak akan pernah datang. #janji… ;;;1
 terimakasih  akhirnya menang dari   # ;;;1
Asik juga kencang begini  ;;;1
Terimakasih ya  gratis Gnya ayo buruan upgrade <PRODUCT_NAME>;;;1
Upload video GB kurang dari  menit memang mantab ini kecepatan ;;;1
Dapat bonus kuota GB dan  menit nelpon ke semua operator dari     ;;;1
Kuota masih AMAN  #capture #kuotaaman Di Kota Mamuju  ;;;1
Masih ada yang hemat ;;;1
Pakai paket  irit.     ;;;1
dibuang sayang karena terlalu setia lagipula nomernya bagus     ;;;1
Baru merasakan segitu besarnya ping..  ribu lumayanlah buat bukber  ;;;1
Itu yang pada nulis disertai hashtag Lemot hidupnya dimana sih? Saya di Ungaran sini kok pakai  lancar aja tuh.;;;1
Makanya pakai   ribu dapet giga.  dihack  mahal;;;1
mending pindah ke  aja ;;;1
Saya pakai   karena jelas terjangkau .. pake    gak jelas mahal;;;1
Siapa yang mau ditelpon mumpung ada gratisan nih ...  ;;;1
Tumben  murah hati padaKu #onlyForU Jangan semua pelanggan diginikan.;;;1
Canggih nih nambah hari malah nambah kuotanya . #kuota  #g  ;;;1
 PENUH DENGAN BONUS  ;;;1
Sinyal  hebat sampai puncak Halimun masih tetap on mantap ;;;1
Nelpon . Dapat kouta gb;;;1
Makin betah aja sama kamu..  :v   #operator  :v  ;;;1
lumayan ini murah meriah  ;;;1
WOW Saya baru mendapatkan hadiah fantastis dari <PRODUCT_NAME>! membuat semuanya jadi simpel   ;;;1
Cuma Modal Isi Pulsa ribu dapet GB Gratis dari  :v Tumben Lagi baik semoga Promonya makin murah murah  :D . . ;;;1
Ajaib min  kartu saya bisa diisi pulsa & digunakan kembali.. terimakasih ya ;;;1
Mantap deh . Cuma isi pulsa ribu dapat bonus paket data GB. Terimakasih juga  atas pelayanannya.  #mantapjiwa;;;1
terimakasih paket data sudah aktif  dan normal. terimakasih  cukup puas dengan pelayanannya.  ;;;1
banyak Perusahaan melupakan hal ini & banyak konsumen menghapus pesan tanpa membacanya menyalahkan padahal sudah diingatkan thanks  ;;;1
Terima kasih  !! ;;;1
Hore.... Ada sinyal.....thanks  ....  ;;;1
Alhamdulillah sambil nunggu subuh bisa melihat lantunan Adhan Styles dari Mekah dan Madinah dengan jelas karena paket Internet  saya bagus;;;1
Dengan  juga bisa lihat youtube selama setahun tanpa kuota makin keren aja. ;;;1
Dengan jaringan G super cepat dari  smartphone kamu terus terkoneksi dan bisa pantau aktivitas di sosial media :;;;1
Menggunakan medsos harus sebijak mungkin. Apalagi ada fasilitas makin oke kayak FB gratis MB & free YouTube/Yonder/Genflix dari ;;;1
pagi itu menyegarkan mata selain lari kecil bisa juga dengan nikmatin internet atau nelpon yang super murah suara jernih pake . gitu!;;;1
Buka puasa sambil streaming di YouTube lancar banget pake  jadi makin setia sama .;;;1
Selain jaringan G  yang sangat luas temanku juga bisa nelpon ke operator lain secara gratis & suaranya juga jernih banget;;;1
Koneksi internet  yg lancar sangat  membantu saya dalam menyelesaikan pekerjaaan di hari Jumat sebelum weekend.;;;1
Lumayan #Speedtest Jaringan G/LTE  Area Tarogong #Garut cukup memuaskan  ;;;1
Nonton gratis dibayarin  poin   poin #passengers…;;;1
Makasih ya  gratis Gnya ayo buruan upgrade mu;;;1
Makan malam gratis hari ini hasil tuker  Poin  #eleven #sevel … ;;;1
Lumayan #Speedtest Jaringan G/LTE  Area Tarogong #Garut cukup memuaskan   ;;;1
Terimakasih ya  gratis Gnya ayo buruan upgrade <PRODUCT_NAME>;;;1
Makan malam gratis hari ini hasil tukar  Poin   … ;;;1
Buka puasa sambil streaming di YouTube lancar banget pakai  jadi makin setia sama .;;;1
Koneksi internet  yang lancar sangat  membantu saya dalam menyelesaikan pekerjaaan di hari Jumat sebelum weekend.;;;1
 Nelpon lebih murah pake JS kurang dari Rp/detik.  <PRODUCT_NAME>;;;1
Terima kasih PT   kiriman GRATIS  Home-nya sudah tiba.;;;1
Kualitas sinyal G  ikut melengkapi meriahnya festival tersebut. ;;;1
saya pindah ke  yang memang sudah terbukti;;;1
Ini baru #koneksi #internet #g   ;;;1
 BagiBerkah ...gak ada kata susah ..cukup sekali sentuh jadi mudah dan berfaedah;;;1
 BerbagiBerkah karena berbagi itu menyenangkan apalagi sama orang yang kita sayangi.;;;1
Santai pakai  G BagiBerkah bisa diandalkan;;;1
banyak yang masih setia memggunakan ;;;1
Yang saya pengen  selangkah lebih maju dari yang lain baik layanan ataupun jaringan G atau G;;;1
Yuk pakai  Rp gratis GB;;;1
Lebaran tetap pakai  yaa #Rp gratis GB;;;1
sinyal G  dipalembang lancar;;;1
Keren di rembang ada sinyal G ;;;1
sinyal  kuat banget;;;1
G  dapat banget disini;;;1
Berkat  mudiknya jd nyamanmampir ke posko pun senang..;;;1
Terimakasih ;;;1
untungnya sudah pakai ;;;1
Alhamdulillah masih #setia dengan .. terbaik;;;1
 memang jauh lebih murah dari  banyak bonusnya lagi;;;1
Sinyal g nya stabil nih. mantap  ;;;1
Hore dapat makan malam gratis hari ini karena  Poin  #eleven #sevel … ;;;1
*ganti* paket   Gb langsung lancar dan #TransaksiNormal;;;1
Alhamdulillah gratisan youtube dari  pada bulan Ramadhan ini berfaedah sekali.;;;1
 ayo kamu bisa;;;1
Mending ngopi nyantai sambil dengar musik klasik di youtube gratis dari jaringan  yang keren;;;1
ada banyak fitur  dari Kartu Perdana  yg udah .G Youtubetahun _Jabo ;;;1
Hari minggu masuk kerja tapi gak ada yang dikerjain ujungnya mencari lapak terus rebahan sambil denger musik di youtube.  top deh;;;1
Sekarang enak belanja online. Sinyal kuat dan kencang pakai . ;;;1
Mantap! Paket dari  bikin mupeng. Banyak <PRODUCT_NAME>nya! ;;;1
Selain bonus THR dapat bonus dari  yang begini nih yang bikin hati senang juga.. ;;;1
Pagi ini saya sahur di Purwakarta dan disini sinyal  nya bagus banget;;;1
Astaga udah sore aja. Keasyikan main hape. Sinyal lancar hebat emang ;;;1
Kadang saya juga cari referensi di youtube yang merupakan gudang informasi keren.  youtube an tanpa kuota bisa streaming lancar;;;1
belajar mengedit video di youtube jadi enak dan cepat paham kalo jaringan  lancar dan kencang begini.;;;1
Tethering pakai kartu  sinyalnya kencang badai apalagi kalau lagi browsing mencari bahan artikel. Dijamin lancar.;;;1
Alhamdulillah Kuota  banyak yang murah;;;1
Tiba-tiba ada sinyal g di rumahku.  Biasanya gak ada.. lancar juga. ;;;1
Untung pakai  walaupun jauh dari rumah tapi Alhamdulillah semua urusan beres.;;;1
Hobi ngecek kali aja ada promo kuota internet buat penguna setia  ternyata ada. Alhamdulillah rejeki anak biasa;;;1
koneksinya makin lancar pakai  ;;;1
pakai sinyal  lancar.  memang yess!! ;;;1
Data-data kerja jadi lebih cepat dicari kalau internetnya pakai ;;;1
 memang juara dari tadi nonton Youtube kuota masih full aja XD;;;1
Kenikmatan yang bisa didapatkan saat menjadi pengguna  adalah menonton youtube gratis selama setahun;;;1
Upload file yang besar juga sangat mudah dengan . Karena jaringan internetnya sangat cepat. Alhamdulillah;;;1
Untungnya pake  pekerjaan gua lancar :));;;1
Siang ini nyoba bonus telpon pakai kartu  baru. Aman lancar jaya suaranya meski cuaca hujan.;;;1
Pantesan lancar ya sinyal  yang G lancar sekali di lombok timur;;;1
Alhamdulillah lancar pakai ;;;1
Untung pakai internet  lancar jadi dapat banyak ide.;;;1
di tempat ramai seperti di lokasi wisata  tetap jaya.;;;1
